PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Heel_quantitative_ultrasound_index_QUI_direct_entry,1,1,0.49,1,0.61,1,0.62,0.96,0.81,1,0.96
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,1,1,0.61,0.96,0.92,0.96,0.92,0.79,0.85,0.6,0.67
High_light_scatter_reticulocyte_count,1,1,0.53,1,0.61,1,0.61,0.31,0.38,0.56,0.51
High_light_scatter_reticulocyte_percentage,1,1,0.88,1,0.46,1,0.46,0.8,0.83,0.49,0.35
Hip_circumference,1,1,0.56,0.97,0.31,0.97,0.31,0.4,0.59,0.71,0.77
IGF_1,1,1,0.12,1,0.56,1,0.56,0.44,0.43,0.61,0.42
Immature_reticulocyte_fraction,1,1,0.33,1,0.89,1,0.89,0.59,0.49,0.65,0.8
Impedance_of_arm_left,1,1,0.75,1,0.82,1,0.82,1,1,1,1
Impedance_of_arm_right,1,1,0.65,0.99,0.21,0.99,0.21,0.59,0.61,0.95,1
Impedance_of_leg_left,1,1,0.29,1,0.9,1,0.9,0.95,0.83,0.92,0.93
Impedance_of_leg_right,1,1,1,1,0.97,1,0.97,0.96,0.99,0.85,0.67
Impedance_of_whole_body,1,1,0.74,1,0.8,1,0.8,1,0.97,0.82,0.98
LDL_direct,1,1,0.62,0.68,0.69,0.68,0.69,0.92,0.98,0.76,0.49
Leg_fat_free_mass_left,1,1,1,0.97,0.8,0.97,0.8,0.86,0.84,1,1
Leg_fat_free_mass_right,1,1,1,0.94,0.33,0.94,0.33,0.84,0.86,0.81,0.6
Leg_fat_mass_left,1,1,0.75,0.99,0.59,0.99,0.59,1,1,1,1
Leg_fat_mass_right,1,1,0.36,1,0.54,1,0.54,0.98,1,0.93,0.94
Leg_fat_percentage_left,1,0.97,0.68,0.83,0.35,0.83,0.35,0.5,0.54,0.74,0.62
Leg_fat_percentage_right,1,1,1,0.9,0.87,0.9,0.87,0.43,0.25,0.87,0.98
Leg_predicted_mass_left,1,1,0.7,0.94,0.18,0.94,0.18,0.69,0.41,0.9,0.83
Leg_predicted_mass_right,1,1,0.7,0.95,0.15,0.95,0.15,0.67,0.67,0.61,0.76
Mean_corpuscular_haemoglobin_concentration,0.92,0.85,0.45,0.85,0.65,0.85,0.65,0.31,0.31,0.34,0.49
Mean_corpuscular_haemoglobin,1,1,0.51,0.82,0.87,0.82,0.87,0.2,0.04,0.14,0.01
Mean_corpuscular_volume,1,1,0.66,0.89,0.25,0.89,0.25,0.41,0.23,0.28,0.46
Mean_sphered_cell_volume,1,1,0.87,1,1,1,1,0.85,0.82,0.65,0.96
Mean_time_to_correctly_identify_matches,1,1,0.88,1,1,1,1,1,1,1,1
Monocyte_count,1,1,0.91,0.99,0.81,0.99,0.81,0.44,0.8,0.53,0.87
Neutrophill_count,1,1,0.74,1,0.73,1,0.73,0.72,0.61,0.79,0.95
Phosphate,1,1,0.36,1,0.93,1,0.94,1,1,0.96,0.92
Platelet_count,1,1,0.47,1,0.89,1,0.89,0.4,0.34,0.27,0.93
Platelet_crit,1,1,0.57,0.98,0.99,0.98,0.99,0.55,0.57,0.74,0.53
Pulse_rate_automated_reading,1,1,1,0.26,0.38,0.26,0.38,0.9,0.95,0.92,0.92
Red_blood_cell_erythrocyte_count,1,1,0.66,0.99,0.79,0.99,0.79,0.99,0.93,0.84,0.77
Red_blood_cell_erythrocyte_distribution_width,1,1,0.59,0.96,0.25,0.96,0.25,0.8,0.87,0.72,0.8
Reticulocyte_count,1,1,0.53,1,0.19,1,0.19,0.75,0.49,0.83,0.83
Reticulocyte_percentage,1,1,0.24,0.99,0.59,0.99,0.59,0.93,0.98,0.93,0.9
SHBG,1,1,0.67,1,0.99,1,0.99,0.06,0.05,0.11,0.17
Sitting_height,1,1,1,0.92,0.33,0.92,0.33,0.33,0.47,0.46,0.51
Speed_of_sound_through_heel_left,1,1,0.99,0.98,0.52,0.99,0.52,0.14,0.4,0.55,0.95
Speed_of_sound_through_heel,1,1,0.71,1,0.64,1,0.64,0.92,0.74,0.91,0.59
Speed_of_sound_through_heel_right,1,1,0.47,0.85,0.92,0.85,0.92,0.69,0.37,0.66,0.59
Standing_height,1,1,0.64,1,0.78,1,0.78,0.27,0.4,0.44,0.6
Systolic_blood_pressure_automated_reading,1,1,1,0.88,0.43,0.88,0.43,0.91,0.79,0.65,0.59
Total_bilirubin,1,1,0.53,0.57,0.24,0.57,0.24,0.98,0.94,0.83,0.91
Total_protein,1,1,0.99,1,0.58,1,0.58,0.69,0.35,0.42,0.15
Triglycerides,1,1,0.47,0.61,0.84,0.62,0.84,0.83,0.97,0.49,0.93
Trunk_fat_free_mass,1,1,0.96,0.87,0.65,0.87,0.65,0.88,0.77,0.63,0.48
Trunk_fat_mass,1,1,0.55,0.52,0.62,0.52,0.62,0.55,0.49,1,0.97
Trunk_fat_percentage,1,1,0.49,0.38,0.63,0.38,0.63,0.88,0.82,0.7,0.52
Trunk_predicted_mass,1,1,0.84,0.94,0.56,0.94,0.56,0.96,0.95,0.56,0.59
Urate,1,1,0.31,0.98,0.22,0.98,0.22,0.89,0.81,0.61,0.45
Urea,1,1,0.82,1,0.89,1,0.89,0.51,0.72,0.29,0.2
Waist_circumference,1,1,0.43,1,0.66,1,0.66,0.87,0.65,0.91,0.88
Weight,1,1,0.79,0.91,0.96,0.91,0.96,0.61,0.44,0.77,0.76
White_blood_cell_leukocyte_count,1,1,0.75,1,1,1,1,0.99,1,0.82,0.88
Whole_body_fat_free_mass,1,1,0.28,0.91,0.43,0.91,0.43,0.91,0.74,0.84,0.95
Whole_body_fat_mass,1,1,0.43,0.96,0.99,0.96,0.99,0.96,0.94,0.91,0.73
Whole_body_water_mass,1,1,0.11,0.83,0.61,0.83,0.61,0.85,0.73,0.93,0.7
