PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Body_fat_percentage,1,1,0.68,0.52,0.55,0.52,0.55,1,1,0.99,0.92
Body_mass_index_BMI,1,1,0.3,1,0.65,1,0.65,1,1,1,0.97
Calcium,1,1,1,1,0.73,1,0.73,1,0.99,0.96,0.75
Cholesterol,1,1,0.93,0.85,0.34,0.85,0.34,0.87,0.64,0.84,0.67
C_reactive_protein,1,1,0.84,1,1,1,1,0.55,0.57,0.51,0.97
Creatinine,1,1,0.4,0.96,0.44,0.96,0.44,1,1,0.99,1
Cystatin_C,1,1,0.14,0.96,0.7,0.96,0.7,0.93,0.9,0.98,0.88
Diastolic_blood_pressure_automated_reading,1,1,0.24,1,0.95,1,0.95,0.89,0.73,0.85,0.8
Eosinophill_count,1,1,0.14,1,1,1,1,0.98,0.96,0.7,0.67
Forced_expiratory_volume_in_1_second_FEV1,1,1,1,1,1,1,1,1,1,0.98,0.97
Forced_vital_capacity_FVC,1,1,1,0.58,0.94,0.58,0.94,0.87,0.83,0.75,0.64
Gamma_glutamyltransferase,1,1,0.36,0.59,0.6,0.59,0.6,0.97,0.97,0.88,0.34
Glycated_haemoglobin_HbA1c,1,1,0.92,1,0.14,1,0.14,0.94,0.76,0.91,0.81
Haematocrit_percentage,1,1,1,1,1,1,1,0.48,0.62,0.44,0.46
Haemoglobin_concentration,1,1,1,0.95,0.95,0.95,0.95,0.97,0.99,0.93,0.98
HDL_cholesterol,1,1,0.4,0.87,0.96,0.87,0.96,0.81,0.61,0.81,0.98
Heel_bone_mineral_density_BMD_left,1,1,1,1,0.55,1,0.55,0.54,0.7,0.33,0.69
Heel_bone_mineral_density_BMD,1,1,0.3,1,0.93,1,0.93,1,0.98,0.99,1
Heel_bone_mineral_density_BMD_right,1,1,0.85,1,0.63,1,0.63,0.9,0.79,0.56,0.48
Heel_bone_mineral_density_BMD_T_score_automated_left,1,1,1,1,0.33,1,0.33,0.69,0.57,0.32,0.4
Heel_bone_mineral_density_BMD_T_score_automated,1,1,0.55,1,0.72,1,0.73,0.97,0.91,1,0.96
Heel_bone_mineral_density_BMD_T_score_automated_right,1,1,0.41,0.95,0.89,0.95,0.89,0.87,0.95,0.65,0.81
Heel_Broadband_ultrasound_attenuation_direct_entry,1,1,0.65,1,1,1,1,0.92,0.89,0.92,0.96
Heel_broadband_ultrasound_attenuation_left,0.99,0.99,0.59,0.97,0.33,0.97,0.33,0.56,0.42,0.3,0.31
Heel_broadband_ultrasound_attenuation_right,1,1,0.68,1,0.62,1,0.62,0.84,0.73,0.53,0.36
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,1,1,1,1,0.33,1,0.33,0.69,0.6,0.31,0.37
Heel_quantitative_ultrasound_index_QUI_direct_entry,1,1,0.5,1,0.71,1,0.72,0.99,0.88,1,0.98
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,1,1,0.41,0.95,0.89,0.95,0.89,0.87,0.95,0.64,0.79
High_light_scatter_reticulocyte_count,1,1,0.21,0.98,0.74,0.98,0.74,0.34,0.4,0.58,0.52
High_light_scatter_reticulocyte_percentage,1,1,0.99,1,0.22,1,0.22,0.76,0.78,0.47,0.25
Hip_circumference,1,1,0.86,1,0.51,1,0.51,0.34,0.61,0.51,0.67
IGF_1,1,1,0.28,1,0.72,1,0.72,0.87,0.56,0.9,0.62
Immature_reticulocyte_fraction,1,1,0.09,1,0.9,1,0.9,0.62,0.51,0.67,0.78
Impedance_of_arm_left,1,1,0.83,1,0.96,1,0.96,1,1,1,1
Impedance_of_arm_right,1,1,0.55,1,0.27,1,0.27,0.66,0.77,0.95,1
Impedance_of_leg_left,1,1,0.45,1,1,1,1,1,0.99,0.82,0.99
Impedance_of_leg_right,1,1,1,1,0.99,1,0.99,1,1,0.89,0.91
Impedance_of_whole_body,1,1,0.73,1,0.87,1,0.87,0.97,0.94,0.9,0.98
LDL_direct,1,1,0.51,0.77,0.31,0.77,0.31,0.82,0.98,0.72,0.49
Leg_fat_free_mass_left,1,1,1,1,0.98,1,0.98,0.91,0.91,0.98,1
Leg_fat_free_mass_right,1,1,1,1,0.94,1,0.94,0.94,0.97,0.83,0.9
Leg_fat_mass_left,1,1,0.95,1,0.92,1,0.92,1,1,1,1
Leg_fat_mass_right,1,1,0.87,1,0.92,1,0.92,1,1,1,1
Leg_fat_percentage_left,1,1,0.53,0.97,0.2,0.97,0.2,0.76,0.74,0.83,0.74
Leg_fat_percentage_right,1,1,1,0.98,0.84,0.98,0.84,0.91,0.8,1,1
Leg_predicted_mass_left,1,1,0.84,1,0.64,1,0.64,0.91,0.69,0.96,0.98
Leg_predicted_mass_right,1,1,1,0.99,0.91,0.99,0.91,0.85,0.96,0.61,0.96
Mean_corpuscular_haemoglobin_concentration,0.99,0.99,0.3,0.98,0.82,0.98,0.82,0.52,0.51,0.75,0.78
Mean_corpuscular_haemoglobin,1,1,0.45,0.9,0.65,0.9,0.65,0.05,0.01,0.1,0
Mean_corpuscular_volume,1,1,0.78,0.96,0.37,0.96,0.37,0.53,0.23,0.57,0.54
Mean_sphered_cell_volume,1,1,0.91,1,1,1,1,0.96,0.87,0.94,0.95
Mean_time_to_correctly_identify_matches,1,1,0.97,1,1,1,1,1,1,1,1
Monocyte_count,1,1,1,1,0.83,1,0.83,0.51,0.93,0.56,0.9
Neutrophill_count,1,1,0.31,1,0.76,1,0.76,0.81,0.73,0.84,0.99
Phosphate,1,1,0.67,1,0.98,1,0.98,1,1,0.99,0.97
Platelet_count,1,1,0.15,1,0.95,1,0.95,0.45,0.41,0.12,0.91
Platelet_crit,1,1,0.49,0.98,0.98,0.98,0.98,0.66,0.51,0.82,0.52
Pulse_rate_automated_reading,1,1,1,0.23,0.31,0.23,0.31,0.92,0.98,0.88,0.88
Red_blood_cell_erythrocyte_count,1,1,0.75,0.97,0.94,0.97,0.94,0.96,0.95,0.65,0.72
Red_blood_cell_erythrocyte_distribution_width,1,1,0.72,0.94,0.54,0.93,0.54,0.85,0.81,0.53,0.81
Reticulocyte_count,1,1,0.78,1,0.37,1,0.37,0.71,0.43,0.73,0.71
Reticulocyte_percentage,1,1,0.17,0.93,0.56,0.93,0.56,0.98,0.95,0.99,0.89
SHBG,1,1,0.54,1,0.99,1,0.99,0.04,0.05,0.06,0.25
Sitting_height,1,1,1,1,0.19,1,0.19,0.41,0.51,0.57,0.56
Speed_of_sound_through_heel_left,1,1,1,0.98,0.63,0.98,0.63,0.51,0.68,0.65,0.99
Speed_of_sound_through_heel,1,1,0.7,1,0.93,1,0.93,1,0.91,0.92,0.62
Speed_of_sound_through_heel_right,1,1,0.53,0.47,0.94,0.49,0.94,0.71,0.44,0.75,0.63
Standing_height,1,1,0.79,1,0.53,1,0.53,0.1,0.35,0.33,0.6
Systolic_blood_pressure_automated_reading,1,1,1,1,0.79,1,0.79,1,0.95,0.9,0.92
Total_bilirubin,1,1,0.78,0.31,0.39,0.31,0.39,0.99,0.95,0.99,0.95
Total_protein,1,1,1,0.99,0.54,0.99,0.54,0.72,0.35,0.29,0.11
Triglycerides,1,1,0.37,0.85,0.88,0.85,0.88,0.79,0.98,0.57,0.88
Trunk_fat_free_mass,1,1,0.75,0.92,0.59,0.92,0.59,0.89,0.75,0.62,0.42
Trunk_fat_mass,1,1,0.81,0.75,0.56,0.75,0.56,0.86,0.59,1,1
Trunk_fat_percentage,1,1,0.51,0.27,0.69,0.27,0.69,0.89,0.9,0.62,0.51
Trunk_predicted_mass,1,1,0.71,0.99,0.53,0.99,0.53,0.96,0.94,0.7,0.64
Urate,1,1,0.33,1,0.87,1,0.87,0.88,0.91,0.72,0.51
Urea,0.99,1,0.95,0.8,0.77,0.8,0.77,0.6,0.83,0.29,0.18
Waist_circumference,1,1,0.39,1,0.71,1,0.71,0.92,0.82,0.93,0.94
Weight,1,1,0.6,0.87,0.76,0.87,0.76,0.64,0.39,0.82,0.8
White_blood_cell_leukocyte_count,1,1,0.98,1,1,1,1,0.99,1,0.89,0.99
Whole_body_fat_free_mass,1,1,0.54,1,0.21,1,0.21,0.91,0.73,0.91,0.94
Whole_body_fat_mass,1,1,0.82,1,1,1,1,1,1,1,1
Whole_body_water_mass,1,1,0.35,0.9,0.69,0.89,0.69,0.91,0.74,0.88,0.75
