PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
HDL_cholesterol,1,1,0.41,0.82,0.88,0.81,0.88,0.71,0.54,0.9,0.99
Heel_bone_mineral_density_BMD_left,1,1,1,0.89,0.51,0.88,0.51,0.45,0.36,0.36,0.48
Heel_bone_mineral_density_BMD,1,1,0.31,1,0.95,1,0.95,1,0.93,0.99,0.94
Heel_bone_mineral_density_BMD_right,0.99,0.99,0.53,0.92,0.72,0.93,0.72,0.87,0.76,0.48,0.37
Heel_bone_mineral_density_BMD_T_score_automated_left,1,1,0.74,0.92,0.3,0.93,0.3,0.55,0.41,0.16,0.26
Heel_bone_mineral_density_BMD_T_score_automated,1,1,0.55,0.91,0.53,0.91,0.54,0.94,0.87,1,0.92
Heel_bone_mineral_density_BMD_T_score_automated_right,0.99,0.99,0.73,0.89,0.89,0.89,0.89,0.88,0.95,0.73,0.83
Heel_Broadband_ultrasound_attenuation_direct_entry,1,1,0.65,1,0.97,1,0.97,0.53,0.56,0.33,0.65
Heel_broadband_ultrasound_attenuation_left,0.99,0.99,0.71,0.93,0.51,0.92,0.51,0.4,0.33,0.27,0.31
Heel_broadband_ultrasound_attenuation_right,1,1,0.69,0.88,0.24,0.88,0.24,0.63,0.39,0.07,0.07
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,1,1,0.74,0.92,0.3,0.93,0.3,0.55,0.46,0.15,0.25
Heel_quantitative_ultrasound_index_QUI_direct_entry,1,1,0.5,0.92,0.53,0.92,0.53,0.97,0.89,1,0.98
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,0.99,0.99,0.73,0.89,0.89,0.89,0.89,0.85,0.94,0.72,0.83
High_light_scatter_reticulocyte_count,1,1,0.44,0.99,0.41,0.99,0.42,0.21,0.33,0.44,0.33
High_light_scatter_reticulocyte_percentage,1,1,1,1,0.26,1,0.26,0.81,0.83,0.5,0.36
Hip_circumference,1,1,0.79,0.98,0.45,0.98,0.45,0.31,0.56,0.67,0.78
IGF_1,1,1,0.03,1,0.68,1,0.68,0.4,0.32,0.58,0.46
Immature_reticulocyte_fraction,1,1,0.18,0.97,0.86,0.97,0.86,0.4,0.47,0.41,0.72
Impedance_of_arm_left,1,1,0.71,0.96,0.74,0.96,0.74,1,1,1,0.98
Impedance_of_arm_right,1,1,0.77,0.98,0.16,0.98,0.16,0.47,0.59,0.87,0.99
Impedance_of_leg_left,1,1,0.13,1,0.77,1,0.77,0.94,0.64,0.76,0.8
Impedance_of_leg_right,1,1,1,1,0.95,1,0.95,0.97,0.96,0.79,0.4
Impedance_of_whole_body,1,1,0.76,0.98,0.81,0.98,0.81,0.94,0.93,0.84,0.97
LDL_direct,1,1,0.65,0.49,0.9,0.49,0.9,0.92,0.97,0.81,0.48
Leg_fat_free_mass_left,1,1,0.99,0.93,0.84,0.93,0.84,0.82,0.77,0.99,0.94
Leg_fat_free_mass_right,1,1,1,0.94,0.15,0.94,0.15,0.87,0.81,0.79,0.38
Leg_fat_mass_left,1,1,0.81,1,0.33,1,0.33,0.98,0.98,0.99,1
Leg_fat_mass_right,1,1,0.29,1,0.44,1,0.44,0.96,0.96,0.84,0.87
Leg_fat_percentage_left,0.99,0.85,0.55,0.67,0.24,0.67,0.24,0.35,0.4,0.34,0.29
Leg_fat_percentage_right,1,1,1,0.8,0.76,0.8,0.76,0.33,0.05,0.84,0.98
Leg_predicted_mass_left,1,1,0.64,0.79,0.16,0.79,0.16,0.76,0.47,0.93,0.84
Leg_predicted_mass_right,1,1,0.53,0.92,0.05,0.92,0.05,0.5,0.42,0.44,0.48
Mean_corpuscular_haemoglobin_concentration,0.96,0.95,0.21,0.93,0.58,0.93,0.58,0.38,0.29,0.54,0.45
Mean_corpuscular_haemoglobin,1,1,0.67,0.62,0.78,0.62,0.78,0.03,0,0.03,0
Mean_corpuscular_volume,1,1,0.41,0.65,0.02,0.65,0.02,0.24,0.15,0.16,0.36
Mean_sphered_cell_volume,1,1,0.83,1,1,1,1,0.82,0.84,0.62,0.95
Mean_time_to_correctly_identify_matches,1,1,0.9,0.99,0.98,0.99,0.98,1,1,1,1
Monocyte_count,1,1,0.9,1,0.72,1,0.72,0.36,0.79,0.44,0.82
Neutrophill_count,1,1,0.91,1,0.71,1,0.71,0.69,0.58,0.87,0.98
Phosphate,1,1,0.27,0.99,0.73,0.99,0.73,0.99,0.99,0.8,0.86
Platelet_count,1,1,0.56,1,0.85,1,0.85,0.18,0.22,0.16,0.93
Platelet_crit,1,1,0.62,0.93,0.96,0.93,0.96,0.49,0.54,0.74,0.45
Pulse_rate_automated_reading,0.98,0.98,0.99,0.03,0.17,0.03,0.17,0.9,0.96,0.86,0.87
Red_blood_cell_erythrocyte_count,1,1,0.74,1,0.87,1,0.87,0.97,0.88,0.73,0.69
Red_blood_cell_erythrocyte_distribution_width,1,1,0.7,0.93,0.3,0.93,0.3,0.84,0.83,0.74,0.78
Reticulocyte_count,1,1,0.6,0.97,0.06,0.97,0.06,0.63,0.35,0.89,0.68
Reticulocyte_percentage,1,1,0.27,0.92,0.22,0.91,0.22,0.97,0.96,0.98,0.89
SHBG,1,1,0.61,0.99,0.98,0.99,0.98,0.01,0.03,0.03,0.1
Sitting_height,1,1,1,0.98,0.22,0.98,0.22,0.21,0.32,0.32,0.43
Speed_of_sound_through_heel_left,1,1,1,0.94,0.69,0.94,0.69,0.15,0.45,0.51,0.9
Speed_of_sound_through_heel,1,1,0.8,0.99,0.65,0.99,0.65,0.85,0.69,0.82,0.38
Speed_of_sound_through_heel_right,1,1,0.26,0.52,0.88,0.52,0.88,0.61,0.31,0.57,0.55
Standing_height,1,1,0.79,1,0.39,1,0.39,0.24,0.4,0.41,0.5
Systolic_blood_pressure_automated_reading,1,1,1,0.87,0.31,0.87,0.31,0.79,0.64,0.59,0.55
Total_bilirubin,1,1,0.61,0.4,0.11,0.4,0.11,0.99,0.93,1,0.92
Total_protein,1,1,0.96,1,0.42,1,0.42,0.56,0.21,0.21,0.07
Triglycerides,1,1,0.44,0.72,0.8,0.72,0.8,0.69,0.96,0.62,0.92
Trunk_fat_free_mass,1,1,0.82,0.81,0.56,0.81,0.56,0.85,0.77,0.49,0.32
Trunk_fat_mass,1,1,0.71,0.5,0.47,0.5,0.47,0.37,0.34,0.96,0.97
Trunk_fat_percentage,1,1,0.51,0.22,0.49,0.22,0.49,0.79,0.75,0.63,0.38
Trunk_predicted_mass,1,1,0.83,0.94,0.68,0.94,0.68,0.93,0.92,0.45,0.43
Urate,1,1,0.2,0.94,0.13,0.94,0.13,0.94,0.93,0.62,0.5
Urea,1,0.99,0.92,0.92,0.84,0.92,0.84,0.6,0.81,0.41,0.34
Waist_circumference,1,1,0.3,0.95,0.67,0.95,0.67,0.73,0.37,0.74,0.69
Weight,1,1,0.75,0.78,0.8,0.78,0.8,0.52,0.3,0.71,0.77
White_blood_cell_leukocyte_count,1,1,0.68,0.98,1,0.98,1,1,0.99,0.78,0.86
Whole_body_fat_free_mass,1,1,0.16,0.91,0.39,0.91,0.39,0.86,0.64,0.86,0.88
Whole_body_fat_mass,1,1,0.55,0.96,1,0.96,1,0.85,0.81,0.82,0.6
Whole_body_water_mass,1,1,0.05,0.64,0.5,0.64,0.5,0.85,0.67,0.96,0.71
