PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Glycated_haemoglobin_HbA1c,1,1,0.4,1,0.55,1,0.55,0.87,0.68,0.83,0.79
Haematocrit_percentage,1,1,0.85,0.94,0.78,0.94,0.78,0.47,0.52,0.37,0.4
Haemoglobin_concentration,1,1,0.62,0.85,0.83,0.85,0.83,0.96,0.98,0.81,0.97
HDL_cholesterol,0.88,0.88,0.2,0.69,0.71,0.69,0.71,0.75,0.51,0.89,0.93
Heel_bone_mineral_density_BMD_left,1,1,0.95,0.73,0.81,0.72,0.81,0.34,0.41,0.51,0.48
Heel_bone_mineral_density_BMD,1,1,0.66,0.99,0.93,0.99,0.92,1,0.9,0.98,0.94
Heel_bone_mineral_density_BMD_right,0.98,0.98,0.55,0.75,0.41,0.75,0.41,0.92,0.84,0.63,0.57
Heel_bone_mineral_density_BMD_T_score_automated_left,1,1,0.67,0.9,0.24,0.9,0.24,0.22,0.42,0.13,0.13
Heel_bone_mineral_density_BMD_T_score_automated,1,1,0.77,0.91,0.55,0.9,0.55,0.93,0.77,1,0.95
Heel_bone_mineral_density_BMD_T_score_automated_right,0.96,0.96,0.46,0.46,0.89,0.48,0.89,0.67,0.84,0.42,0.64
Heel_Broadband_ultrasound_attenuation_direct_entry,1,1,0.31,0.98,0.95,0.98,0.95,0.57,0.58,0.47,0.67
Heel_broadband_ultrasound_attenuation_left,0.88,0.9,0.14,0.89,0.04,0.89,0.04,0.69,0.45,0.24,0.23
Heel_broadband_ultrasound_attenuation_right,1,1,0.66,0.9,0.57,0.9,0.57,0.65,0.47,0.12,0.16
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,1,1,0.67,0.9,0.24,0.9,0.24,0.2,0.4,0.14,0.11
Heel_quantitative_ultrasound_index_QUI_direct_entry,1,1,0.77,0.93,0.55,0.93,0.55,0.93,0.78,1,0.99
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,0.96,0.96,0.46,0.46,0.89,0.48,0.89,0.67,0.83,0.39,0.63
High_light_scatter_reticulocyte_count,1,1,0.31,1,0.61,1,0.61,0.13,0.25,0.39,0.34
High_light_scatter_reticulocyte_percentage,1,1,0.77,0.96,0.31,0.96,0.31,0.69,0.64,0.32,0.24
Hip_circumference,1,1,0.76,0.95,0.38,0.95,0.38,0.13,0.47,0.37,0.6
IGF_1,1,1,0.3,0.96,0.72,0.96,0.72,0.45,0.36,0.33,0.39
Immature_reticulocyte_fraction,1,1,0.37,0.9,0.79,0.9,0.79,0.57,0.47,0.58,0.73
Impedance_of_arm_left,1,1,0.57,0.62,0.67,0.61,0.67,0.9,0.82,0.76,0.63
Impedance_of_arm_right,1,1,0.42,0.96,0.16,0.96,0.16,0.33,0.47,0.97,0.99
Impedance_of_leg_left,1,1,0.11,1,0.91,1,0.91,0.8,0.58,0.63,0.82
Impedance_of_leg_right,1,1,1,1,0.9,1,0.9,0.99,0.92,0.81,0.36
Impedance_of_whole_body,1,1,0.52,0.91,0.8,0.91,0.8,0.91,0.94,0.69,0.93
LDL_direct,1,1,0.62,0.38,0.37,0.37,0.37,0.97,0.99,0.9,0.52
Leg_fat_free_mass_left,1,1,0.93,0.97,0.77,0.97,0.77,0.78,0.71,0.99,0.97
Leg_fat_free_mass_right,1,1,1,0.87,0.46,0.87,0.46,0.68,0.75,0.62,0.29
Leg_fat_mass_left,1,1,0.77,0.98,0.34,0.98,0.34,0.73,0.85,0.93,0.99
Leg_fat_mass_right,1,1,0.58,0.94,0.28,0.94,0.28,0.69,0.74,0.41,0.45
Leg_fat_percentage_left,0.68,0.45,0.57,0.65,0.19,0.65,0.19,0.15,0.24,0.55,0.44
Leg_fat_percentage_right,1,0.99,0.73,0.54,0.59,0.54,0.59,0.29,0.12,0.65,0.76
Leg_predicted_mass_left,1,1,0.61,0.88,0.35,0.88,0.35,0.55,0.23,0.91,0.77
Leg_predicted_mass_right,1,1,0.86,0.94,0.38,0.94,0.38,0.26,0.4,0.22,0.47
Mean_corpuscular_haemoglobin_concentration,0.86,0.84,0.45,0.71,0.69,0.71,0.69,0.51,0.41,0.52,0.54
Mean_corpuscular_haemoglobin,1,0.99,0.77,0.5,0.68,0.5,0.68,0.02,0.01,0.01,0
Mean_corpuscular_volume,1,1,0.5,0.36,0.27,0.37,0.27,0.19,0.2,0.13,0.45
Mean_sphered_cell_volume,1,1,0.2,0.93,0.99,0.93,0.99,0.7,0.66,0.67,0.85
Mean_time_to_correctly_identify_matches,0.94,0.96,0.33,1,0.29,1,0.29,0.94,0.91,0.93,0.87
Monocyte_count,1,1,0.66,0.97,0.46,0.97,0.46,0.64,0.85,0.65,0.86
Neutrophill_count,1,1,0.73,1,0.42,1,0.42,0.61,0.49,0.81,0.98
Phosphate,1,1,0.4,0.69,0.71,0.69,0.71,0.97,0.97,0.78,0.83
Platelet_count,1,1,0.44,1,0.48,1,0.48,0.44,0.26,0.43,0.93
Platelet_crit,1,1,0.66,0.93,0.97,0.93,0.97,0.52,0.66,0.63,0.5
Pulse_rate_automated_reading,1,1,0.99,0.12,0.57,0.12,0.57,0.93,0.99,0.9,0.94
Red_blood_cell_erythrocyte_count,1,1,0.73,0.84,0.87,0.83,0.87,0.77,0.78,0.6,0.6
Red_blood_cell_erythrocyte_distribution_width,1,1,0.85,0.68,0.19,0.68,0.19,0.84,0.8,0.59,0.73
Reticulocyte_count,1,1,0.24,1,0.1,1,0.1,0.36,0.36,0.7,0.68
Reticulocyte_percentage,1,1,0.26,0.85,0.4,0.85,0.4,0.93,0.97,0.9,0.86
SHBG,1,1,0.42,0.93,0.96,0.92,0.96,0.03,0.02,0.06,0.19
Sitting_height,1,1,1,0.86,0.41,0.85,0.41,0.26,0.29,0.23,0.33
Speed_of_sound_through_heel_left,0.95,0.95,0.42,0.66,0.34,0.7,0.34,0.09,0.24,0.23,0.69
Speed_of_sound_through_heel,1,1,0.74,0.97,0.5,0.97,0.5,0.87,0.64,0.8,0.36
Speed_of_sound_through_heel_right,1,1,0.57,0.71,0.89,0.7,0.89,0.51,0.21,0.48,0.44
Standing_height,1,1,0.66,1,0.55,1,0.55,0.26,0.39,0.44,0.5
Systolic_blood_pressure_automated_reading,1,1,1,0.7,0.39,0.7,0.39,0.94,0.68,0.66,0.54
Total_bilirubin,0.99,0.98,0.61,0.41,0.49,0.43,0.49,0.93,0.96,0.8,0.91
Total_protein,1,1,0.98,1,0.46,1,0.46,0.61,0.36,0.3,0.1
Triglycerides,0.99,1,0.91,0.52,0.54,0.52,0.54,0.9,0.98,0.68,0.94
Trunk_fat_free_mass,1,1,0.85,0.8,0.34,0.8,0.34,0.86,0.73,0.53,0.36
Trunk_fat_mass,1,1,0.47,0.28,0.27,0.28,0.27,0.53,0.31,1,0.97
Trunk_fat_percentage,1,1,0.29,0.21,0.6,0.21,0.6,0.82,0.78,0.64,0.41
Trunk_predicted_mass,1,1,0.7,0.94,0.22,0.94,0.22,0.96,0.92,0.65,0.51
Urate,1,1,0.21,0.71,0.22,0.71,0.22,0.7,0.81,0.42,0.56
Urea,0.98,0.97,0.92,0.9,0.79,0.9,0.79,0.54,0.79,0.23,0.19
Waist_circumference,1,1,0.53,0.85,0.73,0.85,0.73,0.7,0.51,0.81,0.74
Weight,1,1,0.78,0.52,0.62,0.52,0.62,0.46,0.31,0.68,0.76
White_blood_cell_leukocyte_count,1,1,0.74,0.89,1,0.89,1,0.93,0.98,0.71,0.8
Whole_body_fat_free_mass,1,1,0.21,0.88,0.55,0.88,0.55,0.78,0.61,0.74,0.76
Whole_body_fat_mass,1,1,0.37,0.76,0.85,0.76,0.85,0.9,0.78,0.91,0.36
Whole_body_water_mass,1,1,0.12,0.85,0.71,0.85,0.71,0.72,0.51,0.76,0.51
