PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Monocyte_count,0.88,0.88,0,0.02,0.36,0.02,0.36,0.24,0.06,0.85,0.53
Neuroticism_score,1,1,0.98,0.79,0.5,0.79,0.5,0.99,0.99,0.96,0.99
Neutrophill_count,1,0.97,0,0.22,0.02,0.22,0.02,0.7,0.85,0.73,0.46
Peak_expiratory_flow_PEF,1,1,0.92,0.08,0.55,0.08,0.55,0.75,0.62,0.45,0.45
Phosphate,1,1,0.21,0.1,0.01,0.11,0.01,0.2,0.46,0.38,0.42
Platelet_count,1,1,0,0.52,0.31,0.52,0.31,0.09,0.05,0.09,0.67
Platelet_crit,0.96,0.96,0,0.06,0.05,0.06,0.05,0.78,0.6,0.15,0.07
Red_blood_cell_erythrocyte_count,1,1,0.21,0.86,0,0.86,0,0.23,0.04,0.08,0.07
Red_blood_cell_erythrocyte_distribution_width,1,0.98,0.35,0.87,0.61,0.87,0.61,0.01,0.02,0.06,0.14
Reticulocyte_count,1,1,0,0.72,0.34,0.72,0.34,0.36,0.16,0.54,0.45
Reticulocyte_percentage,1,1,0.32,0.61,0.69,0.61,0.69,0.86,0.82,0.31,0.74
SHBG,1,1,0.66,0.83,0.27,0.83,0.27,0.33,0.52,0.2,0.11
Sitting_height,1,1,0.54,0.84,0.01,0.84,0.01,0.38,0.34,0.05,0.02
Speed_of_sound_through_heel,1,1,0.04,0.02,0.4,0.02,0.4,0,0,0,0
Standing_height,1,1,1,0.98,0,0.98,0,0.73,0.32,0.77,0.72
Systolic_blood_pressure_automated_reading,0.98,0.96,0.35,0.01,0.63,0.01,0.63,0.83,0.87,0.98,0.86
Testosterone,0.97,0.97,0,0,0.03,0,0.03,0,0.02,1,1
Total_bilirubin,1,1,0,0.63,0.37,0.63,0.37,0.22,0.04,0.98,0.94
Total_protein,1,1,0.13,0.98,0.12,0.98,0.12,0.78,0.4,0.66,0.83
Trunk_fat_free_mass,1,1,0.55,0.42,0.36,0.42,0.36,0.02,0.15,0.02,0.01
Trunk_predicted_mass,1,1,0.41,0.45,0.05,0.45,0.05,0.62,0.37,0.27,0.17
Urate,0.91,0.9,0.68,0.11,0.21,0.11,0.21,0.06,0.13,0.25,0.43
Weight,1,1,0.58,1,0.98,1,0.98,0.97,0.95,0.93,1
Whole_body_fat_free_mass,1,1,1,0.8,0.64,0.8,0.64,0.84,0.85,0.66,0.69
Whole_body_water_mass,1,1,0.99,0.62,0.39,0.62,0.39,0.12,0.23,0.07,0.01
