PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Pulse_rate_automated_reading,1,1,1,0.02,0.05,0.02,0.05,0.9,0.98,0.77,0.79
Red_blood_cell_erythrocyte_count,1,1,0.46,0.93,0.87,0.93,0.87,0.94,0.88,0.36,0.46
Red_blood_cell_erythrocyte_distribution_width,1,1,0.45,0.88,0.21,0.87,0.21,0.66,0.68,0.24,0.59
Reticulocyte_count,1,1,0.35,1,0.02,1,0.02,0.54,0.28,0.52,0.57
Reticulocyte_percentage,1,1,0,0.87,0.17,0.87,0.17,0.97,0.95,0.99,0.84
SHBG,1,1,0.13,1,0.99,1,0.99,0,0.01,0,0.08
Sitting_height,1,1,1,0.98,0.03,0.98,0.03,0.13,0.28,0.31,0.38
Speed_of_sound_through_heel_left,1,1,1,0.98,0.41,0.97,0.41,0.23,0.41,0.39,0.96
Speed_of_sound_through_heel,1,1,0.38,1,0.84,1,0.84,0.98,0.78,0.76,0.41
Speed_of_sound_through_heel_right,1,1,0.05,0.11,0.9,0.11,0.9,0.5,0.18,0.58,0.33
Standing_height,1,1,0.6,1,0.24,1,0.24,0.01,0.15,0.11,0.35
Systolic_blood_pressure_automated_reading,1,1,1,1,0.62,1,0.62,1,0.9,0.77,0.81
Total_bilirubin,1,1,0.56,0.07,0.06,0.07,0.06,0.99,0.92,0.94,0.91
Total_protein,1,1,0.98,0.99,0.25,0.99,0.25,0.57,0.13,0.08,0
Triglycerides,0.99,0.99,0,0.59,0.8,0.59,0.8,0.58,0.95,0.23,0.76
Trunk_fat_free_mass,1,1,0.41,0.86,0.31,0.86,0.31,0.8,0.69,0.32,0.2
Trunk_fat_mass,1,1,0.57,0.54,0.31,0.55,0.31,0.65,0.32,1,0.99
Trunk_fat_percentage,1,1,0,0.05,0.39,0.05,0.39,0.73,0.7,0.38,0.19
Trunk_predicted_mass,1,1,0.4,0.98,0.2,0.98,0.2,0.89,0.82,0.48,0.4
Urate,1,1,0,1,0.7,1,0.7,0.75,0.82,0.45,0.28
Urea,0.98,0.99,0.9,0.65,0.56,0.65,0.56,0.29,0.62,0.05,0.04
Waist_circumference,1,1,0,0.99,0.51,0.99,0.51,0.87,0.68,0.92,0.9
Weight,1,1,0.26,0.78,0.56,0.78,0.56,0.36,0.17,0.63,0.6
White_blood_cell_leukocyte_count,1,1,0.95,1,1,1,1,0.98,1,0.77,0.96
Whole_body_fat_free_mass,1,1,0,0.99,0.01,0.99,0.01,0.81,0.48,0.8,0.86
Whole_body_fat_mass,1,1,0.64,1,1,1,1,1,1,1,0.99
Whole_body_water_mass,1,1,0,0.84,0.43,0.83,0.43,0.79,0.46,0.81,0.53
