PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Cholesterol,1,1,0.41,0.74,0.01,0.75,0.01,0.72,0.45,0.67,0.49
C_reactive_protein,1,1,0,0.77,0.94,0.76,0.94,0.35,0.23,0.46,0.87
Creatinine,1,1,0.26,0.93,0.27,0.93,0.27,1,0.98,1,1
Cystatin_C,1,1,0,0.88,0.57,0.88,0.57,0.87,0.89,0.94,0.87
Diastolic_blood_pressure_automated_reading,1,1,0,1,0.52,1,0.52,0.83,0.56,0.94,0.56
Eosinophill_count,1,1,0,1,0.78,1,0.78,0.8,0.75,0.39,0.15
Forced_expiratory_volume_in_1_second_FEV1,1,1,1,1,0.86,1,0.86,0.94,0.9,0.8,0.62
Forced_vital_capacity_FVC,1,1,1,0.56,0.96,0.56,0.96,0.59,0.65,0.43,0.39
Gamma_glutamyltransferase,1,1,0,0.56,0.3,0.56,0.3,0.93,0.96,0.74,0.15
Glycated_haemoglobin_HbA1c,1,1,0,1,0.16,1,0.16,0.91,0.64,0.78,0.75
Haematocrit_percentage,1,1,1,1,0.92,1,0.92,0.48,0.49,0.31,0.32
Haemoglobin_concentration,1,1,0.99,0.87,0.76,0.87,0.76,0.92,0.97,0.93,0.98
HDL_cholesterol,1,1,0.01,0.69,0.74,0.69,0.74,0.6,0.27,0.68,0.91
Heel_bone_mineral_density_BMD_left,1,1,1,0.92,0.1,0.9,0.1,0.4,0.27,0.15,0.35
Heel_bone_mineral_density_BMD,1,1,0,1,0.86,1,0.87,0.99,0.9,0.9,0.95
Heel_bone_mineral_density_BMD_right,1,1,0.56,0.88,0.29,0.88,0.29,0.75,0.6,0.23,0.13
Heel_bone_mineral_density_BMD_T_score_automated_left,1,1,0.83,1,0.03,1,0.03,0.17,0.13,0,0.08
Heel_bone_mineral_density_BMD_T_score_automated,1,1,0.01,0.98,0.38,0.98,0.38,0.89,0.72,0.97,0.87
Heel_bone_mineral_density_BMD_T_score_automated_right,1,1,0.3,0.9,0.82,0.91,0.82,0.63,0.74,0.38,0.5
Heel_Broadband_ultrasound_attenuation_direct_entry,1,1,0.17,1,0.94,1,0.94,0.24,0.57,0.09,0.68
Heel_broadband_ultrasound_attenuation_left,0.98,0.98,0.6,0.96,0.09,0.95,0.09,0.32,0.27,0.03,0.11
Heel_broadband_ultrasound_attenuation_right,1,1,0.35,0.91,0.24,0.91,0.24,0.52,0.27,0.06,0.01
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,1,1,0.83,1,0.03,1,0.03,0.15,0.14,0,0.05
Heel_quantitative_ultrasound_index_QUI_direct_entry,1,1,0.06,1,0.4,1,0.41,0.89,0.63,0.99,0.95
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,1,1,0.3,0.9,0.82,0.91,0.82,0.62,0.74,0.37,0.54
High_light_scatter_reticulocyte_count,1,1,0,1,0.43,1,0.44,0.05,0.14,0.22,0.26
High_light_scatter_reticulocyte_percentage,1,1,0.77,1,0.12,1,0.12,0.7,0.72,0.26,0.08
Hip_circumference,1,1,0.47,0.97,0.13,0.97,0.13,0.07,0.3,0.42,0.59
IGF_1,1,1,0,1,0.25,1,0.25,0.27,0.18,0.42,0.19
Immature_reticulocyte_fraction,1,1,0,1,0.71,1,0.71,0.19,0.18,0.39,0.64
Impedance_of_arm_left,1,1,0.5,1,0.66,1,0.66,1,1,1,1
Impedance_of_arm_right,1,1,0.38,0.98,0.03,0.98,0.03,0.33,0.41,0.89,0.99
Impedance_of_leg_left,1,1,0,1,0.83,1,0.83,0.93,0.71,0.77,0.89
Impedance_of_leg_right,1,1,1,1,0.93,1,0.93,0.92,0.97,0.68,0.39
Impedance_of_whole_body,1,1,0.43,1,0.5,1,0.5,0.97,0.95,0.63,0.96
LDL_direct,1,1,0.23,0.38,0.4,0.38,0.4,0.79,0.93,0.52,0.16
Leg_fat_free_mass_left,1,1,1,0.94,0.62,0.94,0.62,0.71,0.67,1,0.98
Leg_fat_free_mass_right,1,1,1,0.9,0.13,0.9,0.13,0.73,0.73,0.65,0.34
Leg_fat_mass_left,1,1,0.52,0.99,0.29,0.99,0.29,0.98,0.98,1,1
Leg_fat_mass_right,1,1,0,1,0.2,1,0.2,0.96,1,0.78,0.86
Leg_fat_percentage_left,1,0.96,0.08,0.62,0.01,0.62,0.01,0.13,0.18,0.3,0.27
Leg_fat_percentage_right,1,1,1,0.74,0.69,0.74,0.69,0.15,0.04,0.74,0.95
Leg_predicted_mass_left,1,1,0.37,0.88,0.03,0.87,0.03,0.52,0.2,0.85,0.75
Leg_predicted_mass_right,1,1,0.34,0.91,0.01,0.91,0.01,0.42,0.46,0.32,0.52
Mean_corpuscular_haemoglobin_concentration,0.92,0.85,0,0.85,0.43,0.85,0.43,0.16,0.11,0.14,0.24
Mean_corpuscular_haemoglobin,1,1,0.11,0.69,0.74,0.69,0.74,0.03,0,0,0
Mean_corpuscular_volume,1,1,0.18,0.8,0.01,0.81,0.01,0.09,0.03,0,0.19
Mean_sphered_cell_volume,1,1,0.55,1,0.99,1,0.99,0.78,0.72,0.43,0.9
Mean_time_to_correctly_identify_matches,1,1,0.68,1,0.99,1,0.99,1,1,1,1
Monocyte_count,1,1,0.63,0.99,0.43,0.99,0.43,0.27,0.66,0.19,0.74
Neutrophill_count,1,1,0.55,1,0.53,1,0.53,0.48,0.32,0.65,0.94
Phosphate,1,1,0,1,0.82,1,0.83,0.99,1,0.87,0.87
Platelet_count,1,1,0.09,1,0.82,1,0.82,0.16,0.18,0.03,0.88
Platelet_crit,1,1,0.07,0.96,0.98,0.96,0.98,0.29,0.37,0.54,0.3
Pulse_rate_automated_reading,1,1,1,0.01,0.17,0.01,0.17,0.89,0.94,0.87,0.85
Red_blood_cell_erythrocyte_count,1,1,0.17,0.99,0.66,0.99,0.66,0.93,0.89,0.67,0.58
Red_blood_cell_erythrocyte_distribution_width,1,1,0.26,0.93,0.1,0.93,0.1,0.63,0.76,0.4,0.64
Reticulocyte_count,1,1,0.19,1,0.02,1,0.02,0.55,0.3,0.69,0.71
Reticulocyte_percentage,1,1,0,0.99,0.26,0.99,0.26,0.91,0.95,0.88,0.81
SHBG,1,1,0.36,1,0.97,1,0.97,0,0,0.02,0.05
Sitting_height,1,1,1,0.89,0.04,0.89,0.04,0.03,0.2,0.13,0.24
Speed_of_sound_through_heel_left,1,1,0.99,0.97,0.3,0.98,0.3,0.08,0.16,0.14,0.85
Speed_of_sound_through_heel,1,1,0.32,1,0.5,1,0.5,0.84,0.56,0.82,0.35
Speed_of_sound_through_heel_right,1,1,0,0.65,0.83,0.66,0.83,0.45,0.2,0.41,0.39
Standing_height,1,1,0.34,1,0.52,1,0.52,0.06,0.16,0.13,0.36
Systolic_blood_pressure_automated_reading,1,1,1,0.85,0.09,0.85,0.09,0.83,0.61,0.41,0.36
Total_bilirubin,1,1,0.22,0.27,0,0.27,0,0.97,0.85,0.76,0.84
Total_protein,1,1,0.99,1,0.25,1,0.25,0.51,0.16,0.06,0.01
Triglycerides,1,1,0,0.43,0.67,0.44,0.67,0.7,0.94,0.23,0.8
Trunk_fat_free_mass,1,1,0.51,0.7,0.38,0.7,0.38,0.81,0.69,0.4,0.22
Trunk_fat_mass,1,1,0.21,0.16,0.34,0.17,0.34,0.22,0.2,0.98,0.96
Trunk_fat_percentage,1,1,0,0.06,0.37,0.06,0.37,0.77,0.75,0.48,0.23
Trunk_predicted_mass,1,1,0.51,0.87,0.36,0.87,0.36,0.94,0.93,0.36,0.33
Urate,1,1,0,0.98,0.02,0.98,0.02,0.78,0.71,0.29,0.17
Urea,1,1,0.67,0.88,0.66,0.88,0.66,0.25,0.62,0.13,0.06
Waist_circumference,1,1,0,0.95,0.46,0.95,0.46,0.72,0.43,0.8,0.72
Weight,1,1,0.4,0.86,0.84,0.86,0.84,0.35,0.22,0.53,0.59
White_blood_cell_leukocyte_count,1,1,0.46,1,1,1,1,0.99,0.99,0.57,0.76
Whole_body_fat_free_mass,1,1,0,0.87,0.15,0.87,0.15,0.78,0.47,0.64,0.83
Whole_body_fat_mass,1,1,0.05,0.94,0.98,0.94,0.98,0.91,0.89,0.83,0.59
Whole_body_water_mass,1,1,0,0.73,0.37,0.73,0.37,0.75,0.57,0.88,0.5
