PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Basal_metabolic_rate,1,1,0.7,0.44,0.45,0.44,0.45,0.61,0.43,0.42,0.16
Birth_weight,0.99,0.99,0.73,0.89,0.46,0.87,0.46,0.8,0.82,0.8,0.71
Body_fat_percentage,0.98,0.92,0.77,0.8,0.61,0.8,0.61,0.91,0.91,0.93,0.84
Body_mass_index_BMI,0.98,0.98,0.48,0.82,0.38,0.82,0.38,0.95,0.88,0.9,0.73
Calcium,1,1,0.67,0.21,0.89,0.21,0.89,0.94,0.93,0.74,0.58
Cholesterol,1,1,0.66,0.91,0.17,0.91,0.17,0.84,0.68,0.73,0.64
C_reactive_protein,0.99,0.99,0.36,0.75,0.82,0.75,0.82,0.65,0.3,0.48,0.91
Creatinine,1,1,0.54,0.91,0.53,0.91,0.53,0.98,0.94,0.98,0.96
Cystatin_C,0.99,0.99,0.33,0.87,0.31,0.87,0.31,0.98,0.91,0.99,0.96
Diastolic_blood_pressure_automated_reading,1,1,0.2,0.86,0.55,0.86,0.55,0.55,0.37,0.84,0.45
Eosinophill_count,1,1,0,0.9,0.73,0.9,0.73,0.62,0.86,0.5,0.24
Forced_expiratory_volume_in_1_second_FEV1,1,1,1,1,0.73,1,0.73,0.73,0.56,0.42,0.26
Forced_vital_capacity_FVC,0.98,0.98,0.64,0.14,0.93,0.14,0.93,0.48,0.61,0.36,0.43
Gamma_glutamyltransferase,0.99,0.99,0.57,0.05,0.39,0.05,0.39,0.78,0.86,0.58,0.14
Glycated_haemoglobin_HbA1c,1,1,0.25,1,0.34,1,0.34,0.93,0.76,0.82,0.84
Haematocrit_percentage,1,1,0.94,0.93,0.67,0.93,0.67,0.3,0.32,0.28,0.28
Haemoglobin_concentration,1,1,0.59,0.94,0.73,0.94,0.73,0.94,0.98,0.89,0.98
HDL_cholesterol,0.9,0.92,0.09,0.67,0.86,0.66,0.86,0.55,0.32,0.82,0.93
Heel_bone_mineral_density_BMD_left,0.99,0.99,0.77,0.64,0.76,0.63,0.76,0.24,0.22,0.28,0.3
Heel_bone_mineral_density_BMD,1,1,0.73,1,0.81,1,0.82,1,0.82,0.99,0.88
Heel_bone_mineral_density_BMD_right,0.99,0.99,0.2,0.94,0.35,0.94,0.35,0.91,0.86,0.54,0.44
Heel_bone_mineral_density_BMD_T_score_automated_left,0.99,0.99,0.68,0.73,0.18,0.74,0.18,0.21,0.5,0.15,0.17
Heel_bone_mineral_density_BMD_T_score_automated,1,1,0.76,0.82,0.62,0.82,0.62,0.85,0.66,1,0.86
Heel_bone_mineral_density_BMD_T_score_automated_right,0.98,0.98,0.58,0.39,0.98,0.39,0.98,0.77,0.93,0.45,0.61
Heel_Broadband_ultrasound_attenuation_direct_entry,1,1,0.28,0.88,0.99,0.86,0.99,0.6,0.56,0.5,0.67
Heel_broadband_ultrasound_attenuation_left,0.98,0.98,0.46,0.91,0.1,0.91,0.1,0.5,0.32,0.15,0.14
Heel_broadband_ultrasound_attenuation_right,0.99,0.99,0.84,0.85,0.3,0.85,0.3,0.46,0.28,0.09,0.08
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,0.99,0.99,0.68,0.74,0.18,0.74,0.18,0.22,0.5,0.14,0.12
Heel_quantitative_ultrasound_index_QUI_direct_entry,1,1,0.76,0.87,0.63,0.87,0.63,0.89,0.72,1,0.96
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,0.98,0.98,0.58,0.39,0.98,0.39,0.98,0.77,0.87,0.49,0.65
High_light_scatter_reticulocyte_count,1,1,0.67,0.94,0.49,0.94,0.49,0.23,0.21,0.63,0.3
High_light_scatter_reticulocyte_percentage,1,1,1,0.93,0.05,0.93,0.05,0.74,0.75,0.44,0.45
Hip_circumference,1,1,0.81,0.96,0.35,0.96,0.35,0.1,0.35,0.21,0.45
IGF_1,1,1,0.4,0.91,0.63,0.91,0.63,0.52,0.4,0.3,0.35
Immature_reticulocyte_fraction,1,1,0.24,0.7,0.72,0.7,0.72,0.59,0.49,0.59,0.73
Impedance_of_arm_left,1,1,0.67,0.35,0.7,0.35,0.7,0.9,0.81,0.64,0.64
Impedance_of_arm_right,1,1,0.38,0.83,0.2,0.84,0.2,0.42,0.47,0.97,0.97
Impedance_of_leg_left,1,1,0.01,0.99,0.76,0.99,0.76,0.78,0.55,0.47,0.68
Impedance_of_leg_right,1,1,1,1,0.91,1,0.91,0.99,0.96,0.83,0.35
Impedance_of_whole_body,1,1,0.51,0.78,0.79,0.78,0.79,0.9,0.89,0.64,0.9
LDL_direct,1,1,0.43,0.38,0.65,0.38,0.65,0.99,0.98,0.88,0.54
Leg_fat_free_mass_left,1,1,0.76,0.99,0.82,0.99,0.82,0.83,0.81,0.99,0.93
Leg_fat_free_mass_right,1,1,0.95,0.64,0.53,0.64,0.53,0.41,0.54,0.46,0.17
Leg_fat_mass_left,1,1,0.89,0.93,0.37,0.94,0.37,0.68,0.8,0.87,0.97
Leg_fat_mass_right,1,1,0.72,0.88,0.21,0.88,0.21,0.56,0.74,0.36,0.48
Leg_fat_percentage_left,0.2,0.01,0.4,0.64,0.09,0.64,0.09,0.13,0.17,0.46,0.38
Leg_fat_percentage_right,1,1,0.86,0.33,0.68,0.33,0.68,0.38,0.19,0.71,0.79
Leg_predicted_mass_left,1,1,0.71,0.82,0.25,0.82,0.25,0.56,0.31,0.95,0.74
Leg_predicted_mass_right,1,1,0.92,0.86,0.17,0.86,0.17,0.11,0.29,0.09,0.42
Mean_corpuscular_haemoglobin_concentration,0.98,0.89,0.25,0.79,0.46,0.79,0.46,0.49,0.34,0.46,0.45
Mean_corpuscular_haemoglobin,0.99,0.99,0.74,0.79,0.72,0.79,0.72,0,0,0.01,0.01
Mean_corpuscular_volume,0.99,0.98,0.18,0.36,0.01,0.36,0.01,0.13,0.15,0.12,0.27
Mean_sphered_cell_volume,1,1,0.22,0.78,0.97,0.78,0.97,0.7,0.66,0.69,0.85
Mean_time_to_correctly_identify_matches,0.94,0.98,0.13,0.94,0.18,0.94,0.18,0.86,0.85,0.88,0.76
Monocyte_count,1,1,0.43,0.99,0.68,0.99,0.68,0.45,0.89,0.59,0.86
Neutrophill_count,1,1,0.77,0.97,0.41,0.97,0.41,0.63,0.54,0.78,0.94
Phosphate,0.99,0.99,0.42,0.52,0.59,0.52,0.59,0.96,0.99,0.89,0.91
Platelet_count,1,1,0.29,0.99,0.4,0.99,0.4,0.24,0.28,0.33,0.89
Platelet_crit,1,1,0.49,0.89,0.97,0.89,0.97,0.51,0.56,0.71,0.43
Pulse_rate_automated_reading,0.95,0.95,0.97,0.03,0.08,0.03,0.08,0.97,0.98,0.86,0.89
Red_blood_cell_erythrocyte_count,0.99,0.99,0.82,0.62,0.98,0.62,0.98,0.74,0.76,0.64,0.64
Red_blood_cell_erythrocyte_distribution_width,0.99,0.99,0.99,0.57,0.1,0.57,0.1,0.75,0.82,0.44,0.63
Reticulocyte_count,1,1,0.48,0.97,0.06,0.97,0.06,0.5,0.49,0.76,0.7
Reticulocyte_percentage,1,1,0.05,0.62,0.19,0.63,0.19,0.93,0.98,0.89,0.83
SHBG,1,1,0.3,0.84,0.93,0.84,0.93,0.01,0.06,0.01,0.03
Sitting_height,1,1,1,0.87,0.34,0.87,0.34,0.27,0.34,0.25,0.38
Speed_of_sound_through_heel_left,0.8,0.81,0.35,0.62,0.51,0.62,0.51,0.04,0.29,0.47,0.91
Speed_of_sound_through_heel,1,1,0.75,0.95,0.4,0.95,0.4,0.78,0.61,0.72,0.39
Speed_of_sound_through_heel_right,0.98,0.96,0.51,0.47,0.97,0.47,0.97,0.27,0.11,0.37,0.35
Standing_height,1,1,0.72,0.99,0.29,0.99,0.29,0.23,0.38,0.46,0.54
Systolic_blood_pressure_automated_reading,1,1,1,0.53,0.31,0.53,0.31,0.85,0.58,0.55,0.49
Total_bilirubin,0.83,0.83,0.94,0.32,0.12,0.32,0.12,0.99,0.99,0.88,0.9
Total_protein,1,1,0.99,1,0.14,1,0.14,0.59,0.29,0.32,0.08
Triglycerides,0.99,0.98,0.93,0.75,0.28,0.75,0.28,0.78,0.94,0.78,0.87
Trunk_fat_free_mass,1,1,0.85,0.74,0.41,0.74,0.41,0.8,0.68,0.42,0.25
Trunk_fat_mass,1,1,0.52,0.22,0.4,0.21,0.4,0.43,0.28,0.98,0.91
Trunk_fat_percentage,0.99,0.99,0.5,0.08,0.53,0.08,0.53,0.78,0.71,0.58,0.31
Trunk_predicted_mass,1,1,0.53,0.9,0.26,0.9,0.26,0.95,0.89,0.46,0.41
Urate,1,1,0.09,0.67,0.14,0.67,0.14,0.7,0.89,0.41,0.47
Urea,0.98,0.95,0.97,0.9,0.76,0.9,0.76,0.48,0.72,0.24,0.23
Waist_circumference,0.99,0.99,0.73,0.84,0.63,0.84,0.63,0.69,0.42,0.72,0.76
Weight,1,1,0.73,0.28,0.33,0.28,0.33,0.24,0.16,0.58,0.64
White_blood_cell_leukocyte_count,1,1,0.82,0.81,1,0.81,1,0.93,0.96,0.63,0.64
Whole_body_fat_free_mass,1,1,0.13,0.9,0.45,0.9,0.45,0.86,0.7,0.84,0.86
Whole_body_fat_mass,1,1,0.24,0.82,0.84,0.82,0.84,0.9,0.72,0.89,0.48
Whole_body_water_mass,1,1,0.01,0.81,0.66,0.81,0.66,0.65,0.4,0.83,0.45
