PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Birth_weight,0.96,0.96,0.41,0.77,0.17,0.75,0.17,0.6,0.65,0.62,0.51
Body_fat_percentage,0.97,0.86,0.35,0.59,0.33,0.59,0.33,0.89,0.88,0.89,0.72
Body_mass_index_BMI,0.95,0.96,0,0.62,0.16,0.62,0.16,0.91,0.79,0.81,0.58
Calcium,1,1,0.36,0.01,0.82,0.01,0.82,0.86,0.84,0.42,0.26
Cholesterol,1,1,0.42,0.81,0,0.81,0,0.68,0.43,0.51,0.41
C_reactive_protein,0.99,0.99,0,0.52,0.67,0.52,0.67,0.42,0.15,0.23,0.81
Creatinine,1,1,0.15,0.77,0.29,0.77,0.29,0.95,0.88,0.98,0.92
Cystatin_C,0.99,0.99,0,0.7,0.1,0.69,0.1,0.94,0.85,0.98,0.86
Diastolic_blood_pressure_automated_reading,0.99,1,0,0.76,0.23,0.76,0.23,0.4,0.17,0.71,0.25
Eosinophill_count,1,1,0,0.81,0.48,0.81,0.48,0.46,0.76,0.31,0.09
Forced_expiratory_volume_in_1_second_FEV1,1,1,1,0.98,0.53,0.98,0.53,0.54,0.35,0.18,0.04
Forced_vital_capacity_FVC,0.95,0.96,0.29,0,0.83,0,0.83,0.2,0.36,0.16,0.17
Gamma_glutamyltransferase,0.97,0.97,0.09,0,0.08,0,0.08,0.57,0.81,0.3,0.02
Glycated_haemoglobin_HbA1c,1,1,0,1,0.04,1,0.04,0.87,0.57,0.75,0.77
Haematocrit_percentage,1,1,0.85,0.86,0.37,0.86,0.37,0.08,0.11,0.04,0.07
Haemoglobin_concentration,1,1,0.16,0.86,0.45,0.86,0.45,0.91,0.96,0.8,0.93
HDL_cholesterol,0.77,0.8,0,0.38,0.79,0.37,0.79,0.28,0.16,0.62,0.84
Heel_bone_mineral_density_BMD_left,0.99,0.99,0.66,0.4,0.59,0.38,0.59,0.03,0.05,0.07,0.08
Heel_bone_mineral_density_BMD,1,1,0.39,0.99,0.62,0.99,0.64,1,0.72,0.95,0.78
Heel_bone_mineral_density_BMD_right,0.97,0.97,0.05,0.86,0.09,0.86,0.09,0.74,0.67,0.2,0.17
Heel_bone_mineral_density_BMD_T_score_automated_left,0.97,0.95,0.41,0.53,0,0.54,0,0.05,0.15,0.01,0.03
Heel_bone_mineral_density_BMD_T_score_automated,1,1,0.57,0.55,0.32,0.57,0.32,0.75,0.39,0.99,0.72
Heel_bone_mineral_density_BMD_T_score_automated_right,0.94,0.94,0.14,0.06,0.94,0.06,0.94,0.55,0.83,0.25,0.41
Heel_Broadband_ultrasound_attenuation_direct_entry,1,1,0,0.81,0.99,0.78,0.99,0.3,0.3,0.18,0.46
Heel_broadband_ultrasound_attenuation_left,0.94,0.94,0.25,0.74,0,0.74,0,0.36,0.11,0.05,0.04
Heel_broadband_ultrasound_attenuation_right,0.97,0.97,0.59,0.64,0.04,0.63,0.04,0.21,0.05,0.01,0
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,0.97,0.95,0.41,0.54,0,0.53,0,0.05,0.17,0,0.01
Heel_quantitative_ultrasound_index_QUI_direct_entry,1,1,0.57,0.62,0.33,0.62,0.33,0.8,0.46,1,0.86
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,0.94,0.94,0.14,0.06,0.94,0.06,0.94,0.55,0.76,0.25,0.41
High_light_scatter_reticulocyte_count,1,1,0.22,0.88,0.16,0.88,0.16,0.04,0.05,0.38,0.11
High_light_scatter_reticulocyte_percentage,1,1,0.97,0.87,0,0.87,0,0.55,0.58,0.11,0.19
Hip_circumference,1,1,0.62,0.94,0.05,0.94,0.05,0.02,0.18,0.05,0.29
IGF_1,1,1,0,0.8,0.39,0.8,0.39,0.23,0.16,0.01,0.09
Immature_reticulocyte_fraction,1,1,0,0.46,0.49,0.46,0.49,0.29,0.2,0.25,0.51
Impedance_of_arm_left,1,1,0.17,0.08,0.48,0.08,0.48,0.8,0.66,0.39,0.39
Impedance_of_arm_right,1,1,0,0.66,0.01,0.67,0.01,0.17,0.23,0.9,0.91
Impedance_of_leg_left,1,1,0,0.99,0.57,0.99,0.57,0.57,0.34,0.22,0.51
Impedance_of_leg_right,1,1,1,1,0.79,1,0.79,0.98,0.89,0.67,0.18
Impedance_of_whole_body,1,1,0.05,0.6,0.55,0.6,0.55,0.78,0.73,0.4,0.8
LDL_direct,1,1,0.06,0.09,0.43,0.09,0.43,0.96,0.94,0.8,0.25
Leg_fat_free_mass_left,1,1,0.53,0.98,0.6,0.98,0.6,0.6,0.53,0.97,0.89
Leg_fat_free_mass_right,1,1,0.9,0.32,0.16,0.33,0.16,0.17,0.31,0.18,0.02
Leg_fat_mass_left,1,1,0.8,0.87,0.08,0.88,0.08,0.48,0.61,0.72,0.96
Leg_fat_mass_right,1,1,0.34,0.78,0.01,0.78,0.01,0.44,0.61,0.09,0.26
Leg_fat_percentage_left,0,0,0,0.34,0,0.34,0,0.03,0.03,0.21,0.21
Leg_fat_percentage_right,1,1,0.72,0.05,0.41,0.05,0.41,0.09,0.01,0.41,0.55
Leg_predicted_mass_left,1,1,0.5,0.59,0.03,0.59,0.03,0.26,0.06,0.92,0.53
Leg_predicted_mass_right,1,1,0.9,0.8,0.05,0.8,0.05,0,0.05,0,0.13
Mean_corpuscular_haemoglobin_concentration,0.94,0.74,0,0.63,0.14,0.63,0.14,0.25,0.22,0.07,0.12
Mean_corpuscular_haemoglobin,0.99,0.99,0.49,0.6,0.49,0.6,0.49,0,0,0,0
Mean_corpuscular_volume,0.96,0.96,0,0.13,0,0.13,0,0.02,0.03,0,0.08
Mean_sphered_cell_volume,1,1,0,0.64,0.94,0.64,0.94,0.49,0.49,0.38,0.73
Mean_time_to_correctly_identify_matches,0.87,0.94,0,0.89,0.04,0.89,0.04,0.59,0.56,0.67,0.62
Monocyte_count,1,1,0,0.98,0.21,0.98,0.21,0.22,0.76,0.34,0.82
Neutrophill_count,1,1,0.53,0.96,0.05,0.96,0.05,0.36,0.28,0.58,0.89
Phosphate,0.99,0.99,0,0.2,0.35,0.2,0.35,0.95,0.99,0.82,0.85
Platelet_count,1,1,0,0.96,0.13,0.96,0.13,0.06,0.09,0.07,0.82
Platelet_crit,1,1,0,0.75,0.92,0.75,0.92,0.18,0.21,0.41,0.11
Pulse_rate_automated_reading,0.89,0.89,0.92,0,0,0,0,0.89,0.92,0.76,0.8
Red_blood_cell_erythrocyte_count,0.99,0.99,0.65,0.33,0.97,0.34,0.97,0.59,0.61,0.4,0.38
Red_blood_cell_erythrocyte_distribution_width,0.99,0.99,0.95,0.23,0,0.23,0,0.57,0.69,0.12,0.3
Reticulocyte_count,1,1,0,0.93,0,0.93,0,0.18,0.18,0.56,0.47
Reticulocyte_percentage,1,1,0,0.38,0,0.39,0,0.92,0.93,0.86,0.69
SHBG,1,1,0,0.69,0.89,0.69,0.89,0,0,0,0
Sitting_height,1,1,1,0.76,0.04,0.76,0.04,0.06,0.12,0.07,0.15
Speed_of_sound_through_heel_left,0.6,0.56,0,0.25,0.18,0.26,0.18,0,0.04,0.14,0.82
Speed_of_sound_through_heel,1,1,0.58,0.88,0.14,0.88,0.14,0.57,0.32,0.46,0.14
Speed_of_sound_through_heel_right,0.94,0.9,0.05,0.03,0.91,0.03,0.91,0.11,0.03,0.11,0.14
Standing_height,1,1,0.45,0.98,0.08,0.98,0.08,0.05,0.16,0.16,0.29
Systolic_blood_pressure_automated_reading,1,1,1,0.19,0.02,0.18,0.02,0.78,0.41,0.28,0.29
Total_bilirubin,0.72,0.71,0.81,0.04,0,0.04,0,0.96,0.96,0.81,0.84
Total_protein,1,1,0.98,1,0.02,1,0.02,0.36,0.11,0.06,0
Triglycerides,0.97,0.98,0.83,0.51,0.06,0.51,0.06,0.57,0.91,0.62,0.77
Trunk_fat_free_mass,1,0.99,0.62,0.43,0.08,0.43,0.08,0.62,0.46,0.2,0.05
Trunk_fat_mass,1,1,0,0.03,0.06,0.03,0.06,0.17,0.11,0.98,0.88
Trunk_fat_percentage,0.99,0.99,0.03,0,0.27,0,0.27,0.59,0.51,0.31,0.13
Trunk_predicted_mass,0.99,0.99,0.04,0.84,0.02,0.84,0.02,0.87,0.79,0.23,0.19
Urate,1,1,0,0.44,0.01,0.44,0.01,0.48,0.8,0.16,0.22
Urea,0.98,0.93,0.94,0.77,0.59,0.77,0.59,0.22,0.52,0.02,0.04
Waist_circumference,0.98,0.97,0.45,0.67,0.35,0.67,0.35,0.39,0.13,0.44,0.44
Weight,1,1,0.35,0.01,0.13,0.01,0.13,0.04,0.02,0.27,0.36
White_blood_cell_leukocyte_count,1,1,0.64,0.63,0.97,0.63,0.97,0.87,0.94,0.46,0.51
Whole_body_fat_free_mass,1,1,0,0.79,0.17,0.79,0.17,0.72,0.44,0.66,0.67
Whole_body_fat_mass,1,1,0,0.5,0.72,0.5,0.72,0.8,0.52,0.76,0.22
Whole_body_water_mass,1,1,0,0.58,0.41,0.58,0.41,0.37,0.2,0.54,0.18
