PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Heel_bone_mineral_density_BMD_right,0.99,0.99,0.12,0.89,0.5,0.9,0.5,0.72,0.63,0.21,0.09
Heel_bone_mineral_density_BMD_T_score_automated_left,1,1,0.5,0.77,0.06,0.79,0.06,0.24,0.16,0,0.07
Heel_bone_mineral_density_BMD_T_score_automated,1,1,0,0.86,0.24,0.86,0.25,0.87,0.68,1,0.79
Heel_bone_mineral_density_BMD_T_score_automated_right,0.99,0.99,0.48,0.76,0.79,0.76,0.79,0.76,0.83,0.43,0.59
Heel_Broadband_ultrasound_attenuation_direct_entry,1,1,0.23,0.99,0.93,0.99,0.93,0.18,0.31,0.08,0.41
Heel_broadband_ultrasound_attenuation_left,0.97,0.96,0.57,0.86,0.18,0.84,0.18,0.07,0.03,0.01,0.02
Heel_broadband_ultrasound_attenuation_right,1,1,0.45,0.74,0,0.74,0,0.43,0.19,0,0.01
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,1,1,0.5,0.77,0.06,0.79,0.06,0.26,0.2,0,0.07
Heel_quantitative_ultrasound_index_QUI_direct_entry,1,1,0,0.9,0.28,0.9,0.28,0.89,0.71,1,0.91
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,0.99,0.99,0.48,0.76,0.79,0.76,0.79,0.71,0.81,0.42,0.55
High_light_scatter_reticulocyte_count,1,1,0,0.97,0.12,0.97,0.14,0.02,0.06,0.18,0.14
High_light_scatter_reticulocyte_percentage,1,1,0.98,1,0.03,1,0.03,0.59,0.62,0.17,0.08
Hip_circumference,1,1,0.59,0.98,0.08,0.98,0.08,0.04,0.3,0.32,0.56
IGF_1,1,1,0,1,0.32,1,0.32,0.21,0.16,0.28,0.2
Immature_reticulocyte_fraction,1,1,0,0.96,0.72,0.96,0.72,0.13,0.19,0.15,0.55
Impedance_of_arm_left,1,1,0.49,0.94,0.47,0.94,0.47,1,1,0.97,0.96
Impedance_of_arm_right,1,1,0.59,0.97,0.02,0.97,0.02,0.18,0.27,0.72,0.96
Impedance_of_leg_left,1,1,0,1,0.58,1,0.58,0.89,0.43,0.47,0.66
Impedance_of_leg_right,1,1,1,1,0.88,1,0.88,0.97,0.92,0.51,0.1
Impedance_of_whole_body,1,1,0.37,0.96,0.57,0.96,0.57,0.77,0.82,0.53,0.87
LDL_direct,1,1,0.34,0.25,0.79,0.25,0.79,0.82,0.92,0.63,0.23
Leg_fat_free_mass_left,1,1,0.98,0.86,0.6,0.86,0.6,0.63,0.57,0.98,0.91
Leg_fat_free_mass_right,1,1,1,0.88,0.02,0.88,0.02,0.7,0.63,0.59,0.14
Leg_fat_mass_left,1,1,0.64,1,0.1,1,0.1,0.96,0.96,0.99,1
Leg_fat_mass_right,1,1,0,1,0.12,1,0.12,0.92,0.92,0.66,0.72
Leg_fat_percentage_left,0.98,0.73,0.07,0.43,0.02,0.43,0.02,0.08,0.15,0.12,0.1
Leg_fat_percentage_right,1,1,0.99,0.55,0.65,0.55,0.65,0.11,0,0.62,0.93
Leg_predicted_mass_left,1,1,0.3,0.7,0.01,0.7,0.01,0.45,0.18,0.87,0.71
Leg_predicted_mass_right,1,1,0.13,0.89,0,0.89,0,0.21,0.2,0.19,0.26
Mean_corpuscular_haemoglobin_concentration,0.91,0.85,0,0.83,0.18,0.83,0.18,0.19,0.1,0.22,0.2
Mean_corpuscular_haemoglobin,1,1,0.15,0.37,0.61,0.37,0.61,0,0,0,0
Mean_corpuscular_volume,1,1,0,0.32,0,0.32,0,0.06,0.03,0.02,0.15
Mean_sphered_cell_volume,1,1,0.59,0.99,1,0.99,1,0.65,0.68,0.29,0.85
Mean_time_to_correctly_identify_matches,1,1,0.79,0.99,0.98,0.99,0.98,1,1,1,1
Monocyte_count,1,1,0.84,0.99,0.41,0.99,0.41,0.17,0.64,0.24,0.72
Neutrophill_count,1,1,0.81,1,0.52,1,0.52,0.45,0.24,0.74,0.94
Phosphate,1,1,0,0.97,0.48,0.97,0.48,0.97,0.98,0.63,0.73
Platelet_count,1,1,0.1,1,0.67,1,0.67,0.01,0.04,0.01,0.89
Platelet_crit,1,1,0.14,0.93,0.89,0.93,0.89,0.17,0.28,0.47,0.21
Pulse_rate_automated_reading,0.97,0.98,0.99,0,0.03,0,0.03,0.86,0.93,0.73,0.75
Red_blood_cell_erythrocyte_count,1,1,0.44,1,0.68,1,0.68,0.82,0.76,0.39,0.41
Red_blood_cell_erythrocyte_distribution_width,1,1,0.4,0.83,0.04,0.83,0.04,0.66,0.63,0.45,0.54
Reticulocyte_count,1,1,0.3,0.92,0,0.92,0,0.31,0.14,0.7,0.49
Reticulocyte_percentage,1,1,0,0.87,0.04,0.86,0.04,0.92,0.94,0.94,0.75
SHBG,1,1,0.38,0.99,0.95,0.99,0.95,0,0,0,0.01
Sitting_height,1,1,1,0.92,0.01,0.91,0.01,0.02,0.13,0.09,0.21
Speed_of_sound_through_heel_left,1,1,0.99,0.92,0.43,0.92,0.43,0.01,0.08,0.15,0.82
Speed_of_sound_through_heel,1,1,0.46,0.99,0.33,0.99,0.33,0.8,0.53,0.66,0.2
Speed_of_sound_through_heel_right,1,1,0,0.2,0.77,0.2,0.77,0.43,0.13,0.35,0.31
Standing_height,1,1,0.63,1,0.11,1,0.11,0.02,0.13,0.07,0.28
Systolic_blood_pressure_automated_reading,1,1,1,0.7,0.07,0.7,0.07,0.65,0.43,0.35,0.32
Total_bilirubin,1,1,0.24,0.11,0,0.11,0,0.96,0.88,0.98,0.87
Total_protein,1,1,0.89,1,0.1,1,0.1,0.32,0.03,0,0
Triglycerides,1,0.99,0,0.51,0.64,0.51,0.64,0.54,0.88,0.29,0.82
Trunk_fat_free_mass,1,1,0.66,0.64,0.24,0.64,0.24,0.72,0.64,0.25,0.15
Trunk_fat_mass,1,1,0.26,0.09,0.13,0.09,0.13,0.07,0.08,0.96,0.95
Trunk_fat_percentage,1,1,0,0.02,0.21,0.02,0.21,0.65,0.56,0.42,0.12
Trunk_predicted_mass,1,1,0.71,0.9,0.35,0.9,0.35,0.89,0.85,0.17,0.19
Urate,1,1,0,0.89,0.01,0.89,0.01,0.8,0.8,0.35,0.22
Urea,1,0.98,0.85,0.82,0.59,0.82,0.59,0.33,0.65,0.13,0.13
Waist_circumference,1,1,0,0.91,0.43,0.91,0.43,0.46,0.13,0.52,0.43
Weight,1,1,0.53,0.57,0.61,0.57,0.61,0.19,0.06,0.44,0.44
White_blood_cell_leukocyte_count,1,1,0.37,0.94,0.98,0.94,0.98,0.99,0.98,0.61,0.78
Whole_body_fat_free_mass,1,1,0,0.84,0.12,0.84,0.12,0.76,0.46,0.73,0.78
Whole_body_fat_mass,1,1,0.12,0.91,0.98,0.91,0.98,0.76,0.67,0.62,0.37
Whole_body_water_mass,1,1,0,0.32,0.24,0.32,0.24,0.65,0.38,0.85,0.43
