PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Creatinine,1,1,0.42,0.96,0.67,0.96,0.67,1,1,1,0.99
Cystatin_C,1,1,0.23,0.97,0.83,0.97,0.83,0.9,0.9,0.95,0.89
Diastolic_blood_pressure_automated_reading,1,1,0.39,1,0.94,1,0.94,0.97,0.95,1,0.95
Eosinophill_count,1,1,0.36,1,1,1,1,0.97,0.99,0.79,0.68
Forced_expiratory_volume_in_1_second_FEV1,1,1,1,1,0.99,1,0.99,1,1,1,1
Forced_vital_capacity_FVC,1,1,1,0.76,0.92,0.76,0.92,0.93,0.92,0.93,0.85
Gamma_glutamyltransferase,1,1,0.46,0.99,0.72,0.99,0.72,0.97,0.99,0.87,0.5
Glycated_haemoglobin_HbA1c,1,1,0.73,1,0.68,1,0.68,0.99,0.89,0.93,0.87
Haematocrit_percentage,1,1,1,1,0.98,1,0.98,0.73,0.78,0.65,0.64
Haemoglobin_concentration,1,1,1,0.99,0.97,0.99,0.97,0.96,0.99,0.95,0.99
HDL_cholesterol,1,1,0.48,0.93,0.94,0.93,0.94,0.79,0.67,0.78,0.98
Heel_bone_mineral_density_BMD_left,1,1,1,1,0.76,1,0.76,0.73,0.79,0.5,0.92
Heel_bone_mineral_density_BMD,1,1,0.46,1,0.95,1,0.96,1,0.99,0.99,1
Heel_bone_mineral_density_BMD_right,1,1,0.92,1,0.67,1,0.67,0.95,0.85,0.64,0.48
Heel_bone_mineral_density_BMD_T_score_automated_left,1,1,1,1,0.6,1,0.59,0.79,0.72,0.53,0.74
Heel_bone_mineral_density_BMD_T_score_automated,1,1,0.51,1,0.88,1,0.88,0.99,0.95,0.99,0.99
Heel_bone_mineral_density_BMD_T_score_automated_right,1,1,0.43,0.94,0.92,0.93,0.92,0.85,0.9,0.71,0.86
Heel_Broadband_ultrasound_attenuation_direct_entry,1,1,0.61,1,1,1,1,0.91,0.85,0.88,0.99
Heel_broadband_ultrasound_attenuation_left,1,1,0.87,0.96,0.43,0.96,0.43,0.72,0.52,0.32,0.37
Heel_broadband_ultrasound_attenuation_right,1,1,0.93,1,0.76,1,0.76,0.9,0.77,0.65,0.49
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,1,1,1,1,0.6,1,0.59,0.79,0.75,0.51,0.67
Heel_quantitative_ultrasound_index_QUI_direct_entry,1,1,0.53,1,0.82,1,0.82,0.99,0.97,0.99,1
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,1,1,0.43,0.94,0.92,0.93,0.92,0.85,0.9,0.71,0.86
High_light_scatter_reticulocyte_count,1,1,0.46,1,0.84,1,0.84,0.39,0.5,0.59,0.6
High_light_scatter_reticulocyte_percentage,1,1,0.88,1,0.49,1,0.49,0.81,0.85,0.5,0.43
Hip_circumference,1,1,0.78,0.99,0.67,0.99,0.67,0.41,0.65,0.6,0.75
IGF_1,1,1,0.37,1,0.87,1,0.87,0.86,0.55,0.88,0.62
Immature_reticulocyte_fraction,1,1,0.2,1,0.97,1,0.97,0.9,0.74,0.85,0.96
Impedance_of_arm_left,1,1,1,1,0.98,1,0.98,1,1,1,1
Impedance_of_arm_right,1,1,0.54,1,0.46,1,0.46,0.89,0.93,1,1
Impedance_of_leg_left,1,1,0.55,1,1,1,1,1,1,1,1
Impedance_of_leg_right,1,1,1,1,1,1,1,1,1,0.99,0.99
Impedance_of_whole_body,1,1,0.92,1,0.8,1,0.8,0.98,0.96,0.94,0.96
LDL_direct,1,1,0.4,0.83,0.22,0.83,0.22,0.92,0.97,0.87,0.5
Leg_fat_free_mass_left,1,1,1,1,0.94,1,0.94,0.97,0.96,0.99,1
Leg_fat_free_mass_right,1,1,1,1,0.96,1,0.96,1,0.99,0.92,1
Leg_fat_mass_left,1,1,0.86,1,0.94,1,0.94,1,1,1,1
Leg_fat_mass_right,1,1,0.86,1,0.95,1,0.95,1,1,1,1
Leg_fat_percentage_left,1,1,0.63,1,0.29,1,0.29,0.64,0.65,0.81,0.7
Leg_fat_percentage_right,1,1,1,0.98,0.88,0.98,0.88,0.97,0.91,1,1
Leg_predicted_mass_left,1,1,0.99,1,0.72,1,0.72,0.97,0.87,0.99,1
Leg_predicted_mass_right,1,1,1,1,0.94,1,0.94,0.96,0.96,0.86,1
Mean_corpuscular_haemoglobin_concentration,1,0.99,0.54,0.98,0.93,0.98,0.93,0.56,0.42,0.68,0.61
Mean_corpuscular_haemoglobin,1,1,0.48,0.95,0.74,0.95,0.74,0.17,0.01,0.17,0
Mean_corpuscular_volume,1,1,0.93,1,0.62,1,0.62,0.7,0.41,0.67,0.63
Mean_sphered_cell_volume,1,1,0.7,1,1,1,1,0.99,0.95,0.93,0.97
Mean_time_to_correctly_identify_matches,1,1,0.97,1,1,1,1,1,1,1,1
Monocyte_count,1,1,0.99,1,0.8,1,0.8,0.71,0.91,0.52,0.92
Neutrophill_count,1,1,0.47,1,0.91,1,0.91,0.94,0.84,0.88,1
Phosphate,1,1,0.78,1,0.98,1,0.98,1,1,1,0.99
Platelet_count,1,1,0.17,1,0.99,1,0.99,0.7,0.57,0.28,0.98
Platelet_crit,1,1,0.51,1,1,1,1,0.83,0.67,0.91,0.63
Pulse_rate_automated_reading,1,1,1,0.45,0.59,0.45,0.59,0.87,0.97,0.89,0.94
Red_blood_cell_erythrocyte_count,1,1,0.7,0.99,0.87,0.99,0.87,0.98,0.93,0.74,0.68
Red_blood_cell_erythrocyte_distribution_width,1,1,0.7,1,0.67,1,0.67,0.78,0.83,0.56,0.83
Reticulocyte_count,1,1,0.49,1,0.7,1,0.7,0.86,0.7,0.77,0.9
Reticulocyte_percentage,1,1,0.29,1,0.85,1,0.85,0.99,1,0.97,0.93
SHBG,1,1,0.63,1,1,1,1,0.16,0.09,0.15,0.27
Sitting_height,1,1,1,1,0.4,1,0.4,0.49,0.56,0.7,0.7
Speed_of_sound_through_heel_left,1,1,1,1,0.74,1,0.74,0.69,0.81,0.78,0.98
Speed_of_sound_through_heel,1,1,0.57,1,0.98,1,0.99,1,0.96,0.96,0.91
Speed_of_sound_through_heel_right,1,1,0.6,0.91,0.89,0.91,0.89,0.86,0.58,0.73,0.58
Standing_height,1,1,0.66,1,0.88,1,0.88,0.26,0.46,0.41,0.68
Systolic_blood_pressure_automated_reading,1,1,1,1,0.79,1,0.79,1,0.99,0.99,0.98
Total_bilirubin,1,1,0.68,0.59,0.41,0.59,0.41,0.99,0.98,0.96,0.93
Total_protein,1,1,1,1,0.75,1,0.75,0.78,0.39,0.38,0.1
Triglycerides,1,1,0.56,0.71,0.77,0.71,0.77,0.83,0.97,0.56,0.96
Trunk_fat_free_mass,1,1,0.72,0.99,0.66,0.99,0.66,0.91,0.86,0.72,0.57
Trunk_fat_mass,1,1,0.66,0.91,0.79,0.91,0.79,0.83,0.7,1,1
Trunk_fat_percentage,1,1,0.51,0.37,0.69,0.37,0.69,0.95,0.89,0.74,0.62
Trunk_predicted_mass,1,1,0.66,1,0.58,1,0.58,0.98,0.96,0.75,0.69
Urate,1,1,0.44,1,0.77,1,0.77,0.93,0.94,0.78,0.64
Urea,1,1,0.8,0.97,0.83,0.97,0.83,0.63,0.84,0.48,0.37
Waist_circumference,1,1,0.38,1,0.68,1,0.68,0.99,0.93,0.99,0.99
Weight,1,1,0.65,0.99,0.88,0.99,0.88,0.85,0.64,0.91,0.9
White_blood_cell_leukocyte_count,1,1,1,1,1,1,1,1,1,0.94,0.99
Whole_body_fat_free_mass,1,1,0.55,1,0.39,1,0.39,0.86,0.76,0.83,0.93
Whole_body_fat_mass,1,1,0.67,1,1,1,1,1,1,1,1
Whole_body_water_mass,1,1,0.43,0.96,0.74,0.96,0.74,0.95,0.83,0.97,0.87
