,gPC_1,gPC_2,gPC_3,gPC_4,gPC_5,gPC_6,gPC_7,gPC_8,gPC_9,gPC_10,gPC_11,gPC_12,gPC_13,gPC_14,gPC_15,gPC_16,gPC_17,gPC_18,gPC_19,gPC_20,gPC_21,gPC_22,gPC_23,gPC_24,gPC_25,gPC_26,gPC_27,gPC_28,gPC_29,gPC_30,gPC_31,gPC_32,gPC_33,gPC_34,gPC_35,gPC_36,gPC_37,gPC_38,gPC_39,gPC_40
Eosinophill_count.all_ethnicities.both.static_med_corrected.RAW,7.816298494831612e-12,-4.06423808726472e-12,8.129477891018109e-13,1.0891146395901746e-12,1.0312810465571475e-11,2.0077476334434086e-12,1.6999045829624526e-12,2.0681970254630256e-12,1.650782977892075e-12,1.6580258436776782e-12,5.6428169218215006e-12,-1.0868131616803956e-12,9.925345373717038e-13,-1.761704445584685e-12,4.2709679878813364e-13,-1.4901954193266859e-12,-8.424481839545004e-13,3.1915854404333594e-13,-1.3536417671899189e-12,2.807254707508133e-12,1.9403080810443896e-12,-8.601028516993357e-13,-1.130845496842136e-12,3.4241932502078916e-13,1.7110507816149663e-12,4.929444611073672e-13,-2.831304863055248e-13,4.0629204979127457e-13,-1.0570771241749079e-12,-6.954822777184202e-13,2.9201295235987795e-13,-1.1684764677206667e-12,-1.3633416281921378e-13,4.876736847179529e-13,9.264157964378527e-13,-3.0227688057235926e-13,3.943770265834924e-13,-4.558601555975145e-13,-4.985581590757898e-13,6.261148066760373e-13
Eosinophill_count.all_ethnicities.both.dynamic_med_corrected.RAW,4.864983724464152e-12,1.3312959743986604e-12,1.0244547601926465e-11,-1.0463437775020797e-11,-1.3113133307906294e-11,1.8137593677619951e-12,8.404173993395438e-13,-7.562994882028757e-13,-1.7584443310641534e-12,2.871884232241514e-12,3.6245634176813006e-12,2.5556495896638177e-12,-5.589530275348014e-13,-3.381943330137153e-12,2.251151651768301e-12,1.8609762390398984e-12,-1.257991022314603e-12,-2.525525248272983e-12,-5.596725041554726e-13,-2.6438707125946307e-12,-1.5828843588728767e-12,4.613316713650491e-13,6.664857233471379e-14,-1.7337027388408135e-12,-7.983970525944757e-13,6.200153529789769e-13,7.272333602598596e-13,2.5556889707220584e-12,-4.0085784921482934e-13,1.0812022560287663e-12,-9.086157384397052e-14,1.7207061887893289e-12,-1.3194401973617668e-12,-2.7908114427323633e-13,-1.1918173829646446e-13,-5.324743753103285e-14,4.946349149442036e-13,2.449300807858376e-13,1.5991820646423078e-12,-5.143460951796165e-13
Eosinophill_count.all_ethnicities.both.original.RAW,-0.019668260397930248,-0.01651336464410004,0.02148700266253449,0.025199739733990752,0.020633091394647664,-0.0090085982221312,0.0024912003707500867,-0.011265964643693638,0.0039016058058526345,0.007504171700302238,0.00580998566206573,0.005583563996061656,0.00402696935502911,-0.0005930887965024717,0.003511681225456209,-0.001816258055470047,-0.0029538673197808643,0.0034107482699189113,-0.004155678582475003,0.006041846043542052,0.0055667674993650825,-0.001522331569074608,-0.004211711146878425,0.0031252624807064436,0.0023786664166169915,5.8568976859265115e-05,0.004402373702050408,0.00544239208551741,-0.000488695870534994,0.005928618641899766,0.004071282319389051,0.005094875940796351,0.006191474732749604,-0.005422179539674878,-0.0014362455902470598,0.0011192824671879106,-0.002169203072355649,0.0040847805740164165,-0.0007575763723335869,-0.002491791041252456
Eosinophill_count.all_ethnicities.both.2nd_visit.original.RAW,-0.20529673298571266,0.06883408790839157,-0.05842400512245246,0.014673687416030068,-0.07851310929826776,-0.09429335840065113,-0.05437890959496469,-0.11976299250777452,0.14873464981748918,0.20789923561463938,0.3731880638070536,-0.24555714397861986,-0.024179211915527816,0.040868036837183264,-0.030471940275741696,-0.011615403524500006,-0.016108223006914738,-0.050455806059098836,-0.0009650818784209854,-0.013895622293108926,-0.01202167702765618,0.011857084612956299,0.019569833745404327,0.00175056152987064,0.003363575774933526,0.01835614248146379,0.0017649019513942992,0.0027080540727844457,-0.009878921732821858,0.00032470841075755546,-0.014973803923037156,0.04395637037692497,-0.0027680557091655307,-0.011661609062419474,-0.013149241976549951,-0.012774372709778391,0.004002496827269332,0.016040761687596748,0.02307511673717959,-0.018016644281089678
Eosinophill_count.all_ethnicities.both.original.with_med_correction.RAW,-0.01919107127384524,-0.01706737871147069,0.021394247664942623,0.024883152298652886,0.02046226476058712,-0.008593609554924338,0.0025088032234215248,-0.01072759237387002,0.003860020378483479,0.0072493710094282985,0.00567911874950201,0.005636846129684239,0.0038232986105540276,-0.0008200622103220325,0.003314422180726364,-0.0019014712543673172,-0.0028824534482154007,0.0033609457488168243,-0.004033712252705107,0.005714309603468176,0.005299119242783204,-0.0014962604429621857,-0.00411886295656594,0.003062885736866193,0.0021819857859323778,-6.382433711000485e-06,0.004483181549663422,0.005386236418169174,-0.00048797443881557764,0.005965132181027307,0.004126404670597155,0.005078830569336881,0.005977453780182928,-0.005364657533232615,-0.0014114474037997416,0.001177370893489573,-0.0022001654911848884,0.004128021099036114,-0.0008395334636540293,-0.002457995526243414
C_reactive_protein.all_ethnicities.both.static_med_corrected.RAW,-1.8956162642101347e-11,7.137727696562512e-12,-1.6572605256713986e-11,-4.106629822849556e-12,2.2640501297782204e-12,3.273553213694679e-12,2.1595184416453777e-12,2.7387269855533244e-12,-7.328064983273956e-13,4.517910908746793e-13,7.10304898700339e-14,1.4937345516440289e-12,9.40912735501095e-13,-2.0834050404868614e-12,1.6923971351157039e-12,-8.178252414036252e-14,-3.705252201213659e-13,-4.050351712754602e-13,4.1097673128824596e-13,-1.561526997982391e-12,-7.160755208576846e-13,4.427886409429298e-13,3.353472198552165e-13,-6.994388817064219e-13,-6.054414546913041e-13,2.5596383794064634e-13,-2.930014999630342e-13,2.102812629586241e-13,-8.171288337183203e-13,1.9080404349253094e-13,-4.097539056087109e-13,1.2623233421783224e-13,-9.82997638023545e-13,-2.3766295069581935e-13,1.4097966399407527e-14,-1.0838454042081238e-13,-7.541763659046696e-14,-1.2908946561030303e-13,2.484108949911915e-13,3.932366266468805e-14
C_reactive_protein.all_ethnicities.both.dynamic_med_corrected.RAW,1.1346722035331644e-12,6.218977926199444e-12,-3.000228476607206e-11,1.9392350309822208e-12,1.1927947339557516e-11,6.727255621074087e-12,6.874149987450816e-12,6.88466853163441e-12,1.1246811182968741e-12,2.3823717502434527e-12,-5.891021585160039e-13,4.07091610777816e-12,2.34387182523409e-12,-1.314218917336976e-12,2.2544041574032864e-12,-1.3584836412197333e-13,-2.446938756643248e-13,-2.2032742643739775e-13,5.874087492196059e-13,-2.264862742519967e-12,-1.2504834992463823e-12,4.118396770505145e-13,2.880534820065468e-13,-1.133890617298754e-12,-7.12745976494774e-13,2.874676626606659e-13,-2.446604811696454e-13,3.778879095628982e-13,-5.366112073557262e-13,-6.578969973636606e-14,-1.752586795159959e-13,4.356630617356873e-13,-1.3862322635593497e-12,1.834643963935455e-13,1.89788541162037e-13,-1.4376083338268188e-13,-1.7250321706592322e-13,1.3800319919883082e-13,7.003133324303454e-13,-1.2708970700594044e-13
C_reactive_protein.all_ethnicities.both.original.RAW,-0.008537291723878385,0.016117372105991998,0.011282398425982778,0.01753650677827232,0.020989994016164124,-0.005723619327937033,0.011547608411601623,-0.004842583465161875,-0.0004928093150198353,0.0027544966964846568,0.011198348173091118,0.007352063010496236,0.003926786756650097,-0.002967666771925793,9.798122140552947e-05,-0.0029960431100266634,-0.0019608034866621946,0.003207835560963664,-0.004962425120119211,0.008513173738997414,0.00770077992278626,-0.0010719564124250544,-0.003484923082189217,0.0022928355280313053,0.0072566842437111305,-6.0956231772588535e-06,0.002196786660957239,0.0038916817278665874,0.0001717220592492108,0.0038681150189479705,0.0033673198728246256,-0.0009182006626473915,0.005137723830119806,-0.002489642078474931,-0.002112697367260891,-0.001017008654840595,-0.002218281972889675,4.84104051465722e-05,-0.0031952256525245113,0.0011670191203784525
C_reactive_protein.all_ethnicities.both.2nd_visit.original.RAW,-0.13421416860185265,0.06691932894311477,-0.043339521905200386,0.022613229747922695,-0.04984835323381075,-0.05329395398622971,-0.020814301027480334,-0.07233434362490047,0.09427589523581677,0.12302649269624089,0.24483332493409557,-0.15062231928739495,-0.016265494914737395,0.019608386044225084,-0.01228636437449005,-0.0056987432400314305,-0.007210357026398021,-0.02826491684029594,0.016759367651135487,-0.005478175610577522,-0.011848482233003558,-0.0021444001678650373,0.021567946405567875,0.004428236207105163,-0.0027333846937109205,0.01669483993927259,0.005736121673934401,0.0007489873542528672,-0.004334741815343223,-0.018491753444802885,-0.017523077451554472,0.025897335630130743,-0.004353809432396234,-0.00515483092737093,-0.008304301838393346,-0.014049580407853302,-0.00536236448703014,0.009704295672465049,0.020170058643142915,-0.007902986154227347
C_reactive_protein.all_ethnicities.both.original.with_med_correction.RAW,-0.008713995196326218,0.015032335128552446,0.012557146421927404,0.01712023656060103,0.020158914193253576,-0.0062954465926529195,0.011324891224445096,-0.005644826137190176,-0.0003842545854213893,0.0027192130507015053,0.011256440206352112,0.0070092618355564375,0.004115261116642837,-0.002851241657780205,0.0003082336568316908,-0.002857247009519264,-0.0020347323273309037,0.003535866630170274,-0.004896635631730377,0.008562560439528868,0.007547027079839678,-0.0010217633699070522,-0.00350836425730191,0.002145587221838156,0.007093707177035734,6.73638406474179e-05,0.0022645765970159427,0.0038197519726826975,0.0001538531251923398,0.004041862655224116,0.003394234844393281,-0.0007385444050448875,0.005221890018654959,-0.002579772493687028,-0.00210754862551063,-0.0008553019241184195,-0.0024256701295604075,9.925718712860317e-05,-0.0031307932470791945,0.0008680875012837952
SHBG.all_ethnicities.both.static_med_corrected.RAW,-3.8403970529713786e-12,2.406853922243362e-12,-5.923574711850852e-12,1.136964210807219e-12,-1.3712618488115719e-12,-1.314071941860836e-12,-4.368667348209539e-13,-5.262251686895749e-13,-1.107797767190085e-12,-1.0387529848815148e-12,-4.076745196513291e-12,1.2437093755984363e-12,-9.351979303919228e-14,7.638839766039362e-13,6.686228793589539e-14,-4.651618490573211e-13,1.1231173559562877e-12,5.142284135281191e-13,7.638417703714479e-13,2.469403664164585e-13,1.8643267188605039e-13,-4.793748365004865e-13,-1.0953503547438278e-13,2.2507318484587076e-15,-8.747742982923041e-13,-6.19782752327981e-13,-2.0187875350302495e-13,-1.3713584381023053e-12,3.3720690177249585e-13,-3.496308962331274e-13,-3.6930394779568564e-14,-5.376708080711635e-13,-3.799011731874974e-13,2.29541245514801e-13,-5.3357729908502136e-14,1.749392646725964e-13,-1.6351894492885858e-13,5.993073037922832e-14,-6.674092272931553e-14,4.676471942867065e-13
SHBG.all_ethnicities.both.dynamic_med_corrected.RAW,-3.5967335866124277e-12,1.2262571467271487e-12,4.165675606983716e-12,-3.697817538277781e-12,-4.235414631954394e-12,-1.1074199055258406e-12,-5.980812462596618e-13,-1.2090207652187206e-12,4.283588955154394e-13,1.2466525813603347e-12,1.6572269758097828e-12,1.0505675640824198e-12,3.336177684949753e-13,1.3058703407925904e-12,7.194884006522996e-13,-2.7607747475548773e-13,-6.359682675305269e-12,1.1787927074484674e-12,-2.6768287766279097e-12,-9.062303222111278e-12,-3.6008674202760773e-12,1.3413065077693547e-11,2.3856863392794186e-12,5.450230546191005e-12,5.8249168998080234e-12,6.863880753276058e-12,6.33461049324654e-13,2.563274714174252e-12,-3.2084003171475327e-13,-7.011659414645953e-12,2.0448948548429088e-12,-3.1646565712997226e-12,8.182739129502386e-12,-4.382570051547122e-12,-5.400459326952215e-13,-5.174717569678373e-12,1.9843550141939316e-12,-1.5359592560501584e-13,-9.440355013413491e-12,-3.6369234764707697e-12
SHBG.all_ethnicities.both.original.RAW,-0.03397966952263378,0.02897814763384994,-0.026327765012767866,0.004817083335893126,0.010232171593301441,-0.007153598004053971,-0.008247102616525554,-0.008670004278052864,0.005623390496515886,0.00025237469171917524,-0.0003116743976618741,0.0013288840882382776,-0.006588064842441717,0.0018034052566737995,0.0003831497389624502,0.0028846801638134196,0.0015608698441526173,-0.0015194697206808551,-0.00025672102134558254,0.0020645764193516127,0.0028652728041604334,-0.0014191101087620702,-0.003948942578572611,0.004801207432928401,-0.0011148017240957078,-0.003307555607335353,0.004144114401773806,0.004594177587050373,0.00016889469661758225,0.0076381559877364575,0.004936476125235417,0.004226883883468942,0.005381960282042318,-0.004501698195552784,-0.002304759804655865,0.002364613171384779,-0.001881208580291649,-0.0005298326429139985,-0.00035762650601458125,-0.0020854998014335083
SHBG.all_ethnicities.both.2nd_visit.original.RAW,-0.2350557332839999,0.0949357028073336,-0.0984804678083183,0.014849897980959755,-0.12042559824970106,-0.10046345444736787,-0.054445025796805366,-0.13260425661447586,0.17971090128740294,0.2292832355896516,0.4167739880401575,-0.2773209399481225,-0.036883387558949356,0.04117673348893216,-0.027512048675028666,-0.0015526435249394812,-0.011240929155748937,-0.06911430128326555,0.004082511385552794,-0.0068566397495489415,-0.03365451345043012,0.011618431584076468,0.014829844730431427,-0.004211950102794843,-0.011086796296993672,0.02423282416411623,0.006718368325912387,0.01414195303789645,-0.00992164655085832,-0.005531413266030236,-0.032083925563819844,0.05253192775887703,0.008321721185447583,-0.026882841641912267,-0.008903658891784292,-0.011004790679109646,-0.005008603360229276,0.015320952559643695,0.026421792631998137,-0.014146934659004146
SHBG.all_ethnicities.both.original.with_med_correction.RAW,-0.03397966952263378,0.02897814763384994,-0.026327765012767866,0.004817083335893126,0.010232171593301441,-0.007153598004053971,-0.008247102616525554,-0.008670004278052864,0.005623390496515886,0.00025237469171917524,-0.0003116743976618741,0.0013288840882382776,-0.006588064842441717,0.0018034052566737995,0.0003831497389624502,0.0028846801638134196,0.0015608698441526173,-0.0015194697206808551,-0.00025672102134558254,0.0020645764193516127,0.0028652728041604334,-0.0014191101087620702,-0.003948942578572611,0.004801207432928401,-0.0011148017240957078,-0.003307555607335353,0.004144114401773806,0.004594177587050373,0.00016889469661758225,0.0076381559877364575,0.004936476125235417,0.004226883883468942,0.005381960282042318,-0.004501698195552784,-0.002304759804655865,0.002364613171384779,-0.001881208580291649,-0.0005298326429139985,-0.00035762650601458125,-0.0020854998014335083
Trunk_fat_percentage.all_ethnicities.both.static_med_corrected.RAW,-7.404181638284094e-12,-1.897569697995769e-12,-3.220484091980301e-11,-6.2021340343044e-12,4.646872447082359e-12,6.534342519088459e-12,2.675341667551762e-12,1.9753560073062366e-12,-1.9562523804344943e-12,7.0459605260958555e-12,2.4417960717001476e-12,1.44449463513856e-12,1.9351277280102765e-13,-1.7047075381585655e-12,6.257215526688326e-13,6.663197838894596e-14,1.156059565875604e-13,-3.4725888463597613e-13,8.165921125210689e-13,-2.0501524994242863e-12,-1.7935438859807248e-12,9.898379798078302e-13,1.0225251044887038e-12,-1.1928959934475e-12,-1.0772689537187883e-12,-8.766288815028717e-14,-1.1941089208757813e-14,6.649385828505635e-14,-1.8252428877508613e-13,3.7363377459276006e-13,-2.2535486368320048e-13,1.143237033080265e-12,-6.448168273696851e-13,-8.081071705448551e-13,-3.9449125684574077e-13,-5.240842538413496e-13,-2.487116492935055e-13,1.9777451113152646e-13,8.886623498458699e-13,-5.627200099593278e-13
Trunk_fat_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,6.861637519199562e-12,-6.750939064815618e-12,1.024802661640422e-11,1.307037961942078e-11,8.403691264494424e-12,-1.2802060176173508e-12,-4.048527602562095e-12,-7.399044244474977e-13,-4.602067464240243e-12,-6.2853253184057416e-12,-4.043406924516365e-12,-3.0571845029276817e-12,1.5321422107710582e-13,-2.6905670639436154e-12,-1.1588901228888394e-12,6.253363578302232e-13,1.4159570272699412e-12,-8.378915129344836e-13,6.2577121714103e-13,-1.272900199865331e-12,-2.0811559043988585e-12,-3.220136362794818e-13,1.7563990843554052e-12,3.2915425449380675e-13,-5.972490845103561e-13,1.5891234921931313e-13,3.267639100125068e-13,-1.3820706969657292e-12,1.8372707760948775e-13,-2.2251319777843982e-14,-6.202004947043628e-13,2.055016415559945e-12,3.3838848527325826e-14,6.86838761902424e-13,5.418359908240918e-13,4.946767995483313e-13,-5.566725544262296e-13,5.894235995730362e-13,5.077078742211213e-13,-1.065567000527818e-12
Trunk_fat_percentage.all_ethnicities.both.original.RAW,-0.01644959876584652,0.021871835558535276,0.001141344105488887,0.022905476957845783,0.014487908930501307,-0.01066249278662839,0.0006497197125165597,-0.011798977205546356,0.00966331080286972,0.006213449267866169,0.009068323620704257,0.001937164228502908,0.0031454162452561516,0.0029861265438607997,0.00018006903187227296,0.00010100262715607513,-0.0006042587464215097,0.005151196169247144,-0.003422055711313324,0.01014402392358799,0.007279919151014721,-0.0017410217335574495,-0.0063868937706369686,0.004627835001648549,0.004435638960286903,-0.0012573664475034909,0.0024572044037082016,0.007802979467651638,0.002117410509380902,0.007462578433920631,0.004873637400969006,0.001509359527869717,0.0075901737566899784,-0.007569211569812217,-0.0005978386642052239,0.0004930356061720458,-0.0021671689092790138,-0.0006219716148885235,-0.0028512229878661,0.0023175299381639567
Trunk_fat_percentage.all_ethnicities.both.2nd_visit.original.RAW,-0.24930704186010533,0.10862535351740013,-0.07984516684765654,0.014542007459964094,-0.11170931134316127,-0.09863053225649937,-0.06686914866848405,-0.13930131428247208,0.18004320602883367,0.25571809390898403,0.4564994720007474,-0.29538115340157967,-0.03916131071109282,0.04849800015944792,-0.041119748163877624,-0.01080467853439998,-0.015813467489711772,-0.060665141210104745,-0.001252578133863126,-0.006725158979791779,-0.020491901675277802,0.012693143019228881,0.0165806600084576,-0.009978558789696461,0.006286769843400485,0.027238004967256865,0.010647903798053896,0.009200904217309932,-0.0020183007663365895,0.00032347516274175837,-0.02623426232969343,0.048320938063879756,0.008480453166111342,-0.013933816654737962,-0.008813038523200856,-0.01800064346220437,-0.0002469001476652505,0.015997247241794337,0.03505479634520148,-0.014331107496757627
