,gPC_1,gPC_2,gPC_3,gPC_4,gPC_5,gPC_6,gPC_7,gPC_8,gPC_9,gPC_10,gPC_11,gPC_12,gPC_13,gPC_14,gPC_15,gPC_16,gPC_17,gPC_18,gPC_19,gPC_20,gPC_21,gPC_22,gPC_23,gPC_24,gPC_25,gPC_26,gPC_27,gPC_28,gPC_29,gPC_30,gPC_31,gPC_32,gPC_33,gPC_34,gPC_35,gPC_36,gPC_37,gPC_38,gPC_39,gPC_40
Eosinophill_count.all_ethnicities.both.original.with_med_correction.IRNT,-0.01699339662075834,-0.0411759005004705,0.04185613908710295,0.02573746592397901,0.022618912970770073,-0.0023221805820435562,0.0030648494222092746,-0.006102327437865919,-0.004478811998266657,0.004603121432340786,0.004279905969220298,0.007104105187241649,0.008702119403712799,-0.003992425377812234,0.0046446337203144335,-0.00565734512946189,-0.005434748049724903,-0.002090973613364269,-0.00383980684899996,0.0015959391282051084,0.0014677516650878654,0.0005979176803450498,-0.0012989247630375406,0.0028637724968928204,-0.00018924330588964423,0.0037651169244847095,0.004413556587300992,-0.0010129752186766267,-0.0026828402849825715,-0.00035480062969146456,0.00031273038301631023,0.00483600888541652,-0.00021325906706181128,-0.0010959051986555574,-0.00020442139415753947,0.0015000943739889284,-0.0018024014995396667,0.009345938830855723,-0.0007164513144964979,-0.0041085097085723525
Eosinophill_count.all_ethnicities.both.original.IRNT,-0.017657808040613388,-0.04082132788642209,0.043331730045364614,0.026792810610781505,0.02362050384087277,-0.0033304204496131507,0.003081494585619157,-0.007466448496375974,-0.004417608248910725,0.005349511920463788,0.004860902580068189,0.006926638116043392,0.009402007995378159,-0.0032281701981081096,0.005384174003603308,-0.005396262024528953,-0.005573033756426611,-0.00216744784065916,-0.004193733931361398,0.002511889890374875,0.0022740804183377446,0.0007619475578654858,-0.0014475627819429725,0.0030132022983220775,8.215494799140665e-05,0.004281755237498248,0.004095638241472042,-0.0008844065735255759,-0.0028963921504221606,-0.0006240290051732992,-0.00020056466167643646,0.004919316786785741,0.00021789298358842102,-0.0010873551969457704,1.7199448513830536e-05,0.0011153540556582096,-0.001888042881881288,0.009476504030253343,-0.0005302086776766086,-0.004168708559365924
C_reactive_protein.all_ethnicities.both.static_med_corrected.IRNT,-3.6974869601439e-11,1.4462723951002265e-11,-3.867445967432081e-11,-1.3676480547731503e-11,3.317170160825956e-12,6.848255288155504e-12,3.0868050073316336e-12,5.109548783562961e-12,-2.376847842915005e-12,9.653075435619736e-13,1.2943100989248385e-12,2.4931230966583264e-12,2.8936390117507093e-12,-6.734702715552333e-12,4.824507417838915e-12,5.2387155973091215e-14,-1.5092483130162614e-12,-1.943377231136847e-12,6.938030124727285e-13,-4.705862374229455e-12,-2.624484098367666e-12,2.387503763276847e-12,1.1473006204535396e-12,-2.4737205601424367e-12,-1.055496680464882e-12,1.4724080812107272e-12,2.78102505998479e-13,8.798289005799138e-13,-1.9171811538351542e-12,6.858325974753352e-13,-5.7651943367549e-13,8.530145503976278e-13,-1.8747031701484297e-12,-1.0754862569017183e-12,-1.3963607091753382e-13,-4.671595176794055e-13,-1.9967321627504962e-13,-6.737830732245989e-13,2.981590762126527e-13,-6.25939742901292e-13
C_reactive_protein.all_ethnicities.both.dynamic_med_corrected.IRNT,2.053139879149319e-12,1.2895519740879333e-11,-7.030143655408708e-11,3.961559048161497e-12,2.704369936331071e-11,1.1951564350788926e-11,1.0715280466492389e-11,1.197271866500212e-11,1.404862286479388e-12,1.7430606319742615e-12,-4.187901599127774e-12,5.056158566472336e-12,4.53408827610898e-12,-3.080632046325377e-12,3.555391663611885e-12,7.613801339443986e-14,3.2838504682017565e-13,-6.548092435473524e-13,1.7494694139666079e-12,-5.369044055213346e-12,-3.782224926826568e-12,1.88099229821477e-12,1.8633560133265646e-12,-1.85067209597107e-12,-1.912705286018086e-12,9.378615199344454e-13,4.2280568781163543e-13,-5.62601579529974e-13,-7.312763892073993e-13,-4.118097370472796e-13,-2.875523436133472e-13,1.7120784651566715e-12,-2.1456305789270993e-12,2.335256359384725e-13,3.1309880242478486e-13,-1.8298248914462485e-13,-5.790482590335433e-13,2.469087860283171e-13,1.1051490672056129e-12,-1.4052437477452912e-12
C_reactive_protein.all_ethnicities.both.original.with_med_correction.IRNT,-0.001005300413986609,0.013955939754892926,0.045484914355059865,0.02246622098114021,0.022610872689359112,-0.0030405516998661627,0.021664373469053155,-0.005774140158570477,-0.009174855960046718,0.0033663591429762903,0.018106197526303543,0.005524966892683387,0.013512822466002331,-0.006649676712368533,0.00034704841940097595,-0.006191286812422831,-0.001794575996238289,0.005153168616075898,-0.005436979901321312,0.012618151404899898,0.009702711800787788,-0.002673221327686752,-0.006532462868186554,0.0002903222323022108,0.00981942875565747,0.0027521345637736973,-0.002334338289018501,0.0024276362333943684,-0.0009609975832673157,-0.0018895521875154858,-0.0005864203543053015,-0.004378804680808517,0.005787947617737617,0.0015474473966983339,-0.0006749874511032978,0.0005382991896884772,-0.0033780151846394117,0.002242787016823068,-0.003788092834843926,0.0031611830320222747
C_reactive_protein.all_ethnicities.both.original.IRNT,-0.002032070220406138,0.0197937525521197,0.041969112402115594,0.02495226939378742,0.026519935078173015,-0.0007625447571378064,0.023558769428797106,-0.002690148219602136,-0.009645831733995719,0.004365763235678964,0.018651951942890228,0.006617293457814964,0.014115137525851128,-0.007663813574751948,-0.0002062182274122378,-0.007088007242347919,-0.0018430782632861214,0.0044490607603501035,-0.006263980534022637,0.013731457112320787,0.010471957825757227,-0.0032905403935415438,-0.007061800690619928,0.0013938544396048997,0.011000153792973186,0.0026871591959429426,-0.002017689581717543,0.0033929251780235826,-0.0006669116997213701,-0.0024234543908558,-0.0004011371719734849,-0.005244600810159727,0.00626066284193526,0.0011942763507855145,-0.0006400838940910591,-0.0003570305723353762,-0.0024271748097350987,0.002436728752692349,-0.0044398069005529,0.00417861407079677
SHBG.all_ethnicities.both.static_med_corrected.IRNT,-1.380233451548929e-11,5.46782633436218e-12,-1.4723712232866696e-11,-3.6903286182119e-13,1.216001416451005e-13,-9.155993181558078e-14,6.13882951056484e-13,6.995248313418259e-13,-1.1233234595319119e-12,-9.355500079194993e-13,-4.965730924037829e-12,1.04776854881293e-12,2.118696705758092e-13,4.662418558510553e-13,2.797313991413041e-13,-9.571388886795618e-13,1.1044427471615373e-12,1.4452345733390889e-12,8.823436183589308e-13,-2.2867896848839303e-13,2.0216316491846538e-13,6.653864141619223e-13,4.4880771665684715e-15,3.380314974334352e-13,-8.169833556362243e-13,-5.05003663518434e-13,-3.6877702638835533e-13,-2.0308061898031408e-12,1.0828976428560689e-13,-9.051991795334454e-13,-2.2316276699240685e-14,-8.737277722323097e-13,-7.904894722865318e-14,-9.032231040675616e-14,-9.248699928504245e-15,-1.4427566958621093e-13,-1.527847512081543e-13,6.195580459280207e-14,-7.171371557294873e-13,5.254003839700404e-13
SHBG.all_ethnicities.both.dynamic_med_corrected.IRNT,1.7546915401599341e-12,-1.6414234270449323e-12,1.0712470406459748e-11,-4.497787886846846e-12,-5.673605580763111e-12,-1.5332349291685047e-12,-9.632792651290802e-13,-1.5108741601733372e-12,1.1792572730879205e-12,2.2764670904679477e-12,4.741416730994369e-12,7.480030308367073e-13,7.321762427300493e-13,1.916319182805868e-12,7.522227353676822e-13,-4.330987132654978e-13,-2.781330205514115e-12,9.959025580952748e-13,-1.7017686302442909e-12,-1.2719811230124207e-12,7.128407706750627e-13,3.384651910614691e-12,-8.483304014654149e-13,1.0197396974228797e-12,2.556548317392541e-12,2.1195647921183483e-12,-3.9909494122238474e-13,1.5657155477740327e-12,-4.682356634876214e-13,-2.22621930402701e-12,9.617226615425237e-13,-1.90021090607687e-12,1.7358240863824474e-12,-1.1888487892520794e-12,-1.9983153458841709e-13,-1.7514291128617894e-12,1.2653900908624783e-12,-1.5107557031623609e-13,-2.774328521362523e-12,-4.5275073429479253e-14
SHBG.all_ethnicities.both.original.with_med_correction.IRNT,-0.03707596665579328,0.04830439674935549,-0.052931384227606765,-0.012480642684809468,1.7583928952716815e-06,-0.00030763596494604554,-0.016388790233695775,-0.0039474331750603275,0.004404246932353072,-0.01178405183324848,-0.008805795344051898,0.0007485896977457395,-0.013478872361752853,0.0008656196984298862,0.0005023668959569204,0.004026685584357594,0.004299302906106941,-0.009260701878063644,0.0031735074170786345,-0.009572827056090069,-0.005359549803888311,-0.001685300136709118,-0.0008268547190160117,0.0032820772885919962,-0.008208140790988668,-0.004738790904118025,0.0033654418324921107,-0.0025963598414192727,-0.003020680249695732,0.0014964639586341434,0.002434444340720664,0.0026991363259284717,-0.0038340235207598027,0.002021987166631089,-0.0013633703617677848,0.004533039748232874,0.0004317400791493261,0.003519808900744921,0.0018188062294739842,-0.004651338058113696
SHBG.all_ethnicities.both.original.IRNT,-0.03707596665579328,0.04830439674935549,-0.052931384227606765,-0.012480642684809468,1.7583928952716815e-06,-0.00030763596494604554,-0.016388790233695775,-0.0039474331750603275,0.004404246932353072,-0.01178405183324848,-0.008805795344051898,0.0007485896977457395,-0.013478872361752853,0.0008656196984298862,0.0005023668959569204,0.004026685584357594,0.004299302906106941,-0.009260701878063644,0.0031735074170786345,-0.009572827056090069,-0.005359549803888311,-0.001685300136709118,-0.0008268547190160117,0.0032820772885919962,-0.008208140790988668,-0.004738790904118025,0.0033654418324921107,-0.0025963598414192727,-0.003020680249695732,0.0014964639586341434,0.002434444340720664,0.0026991363259284717,-0.0038340235207598027,0.002021987166631089,-0.0013633703617677848,0.004533039748232874,0.0004317400791493261,0.003519808900744921,0.0018188062294739842,-0.004651338058113696
Trunk_fat_percentage.all_ethnicities.both.static_med_corrected.IRNT,-7.899597576658774e-12,-1.7231200721102474e-12,-3.2279076743310825e-11,-6.063771072914825e-12,4.431532940320669e-12,2.6873262992121766e-12,2.2508152062663717e-12,2.9939123317081947e-12,3.8234402054039847e-13,-7.191766807843399e-13,-1.404375313092756e-12,1.4828943506090465e-12,4.4760159494060814e-13,-2.7777999458500035e-12,1.872109880246119e-12,-4.717221017056587e-13,-9.48040928405011e-13,-5.1568675759480336e-14,2.815721063916658e-13,-1.5186069650905954e-12,-6.020993732164689e-13,1.0654183258041867e-12,1.3280324251739053e-13,-1.2407949404409333e-12,-6.328143902469904e-13,8.052615609659293e-14,-2.6571860077477905e-13,6.541417260485564e-13,-5.251781240151475e-13,3.7244166799115633e-13,2.487405162491009e-13,2.643750069079407e-13,-8.97987897879959e-13,-9.71503555896124e-13,-3.1464841150528484e-13,-6.55398968445558e-13,-8.482791121512241e-14,-7.124372180630536e-14,4.821403434864286e-13,-8.324399472644496e-14
Trunk_fat_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,6.0560938995192054e-12,-6.4079212603348325e-12,9.944851222422003e-12,1.3045580718587066e-11,7.947655568741479e-12,-1.5230519845264283e-12,-4.142196122477848e-12,-9.231398875811487e-13,-4.653100800677648e-12,-6.302429916568983e-12,-4.301826113477145e-12,-2.974689839078908e-12,1.3978282228733828e-13,-2.5873204414850248e-12,-1.1640771700093726e-12,6.189883098014867e-13,1.4757667023621061e-12,-8.046775812228677e-13,6.631555548190021e-13,-1.282588065349754e-12,-2.071751590027895e-12,-2.6333850745846287e-13,1.7666394888967863e-12,3.3723214242957523e-13,-6.768058491698172e-13,1.394436851434453e-13,2.3590849953703543e-13,-1.4266715517031565e-12,3.043277228773647e-13,-7.276592768607298e-14,-5.425141614114163e-13,2.0357047279876195e-12,7.404194654850907e-14,6.285113850472081e-13,5.558899188565486e-13,4.938582902645347e-13,-5.441557787029525e-13,5.734112266168451e-13,4.75090314372007e-13,-1.0256000464973346e-12
Trunk_fat_percentage.all_ethnicities.both.original.with_med_correction.IRNT,0.02438856138541836,0.03612953287366444,0.03082434269079455,0.04293041794561909,0.027685418929249833,-0.002611061524011148,0.005969879936932995,-0.009031458312571074,0.008127870362825654,0.002722434097878784,0.023389616482196146,0.007680636349675776,0.013235816799442471,0.012044147827784311,-0.005535908872396057,-0.0028792114100581814,-0.0004613117699099769,4.263000569359166e-06,-0.0035596791393844784,0.0167998922830153,0.009786599152841493,-0.0013957899877793843,-0.009733458064612515,0.006412946224613418,0.010077362323902975,0.002875520637553723,-0.002854192595996105,0.0025697271042012786,0.0018823860602362864,-0.0022744034823063905,-0.0005514134977913878,-0.0018622056815749647,0.0021074099818373724,-0.005149293178657224,0.0036734404660541137,0.0007863304297765997,-0.002904088754665098,0.004298600083269396,-0.005103906699680459,0.00840690770288629
Trunk_fat_percentage.all_ethnicities.both.original.IRNT,0.02334764050991634,0.03713935688359747,0.03089122765040862,0.04339332716291836,0.028154893650173984,-0.0033119391145418862,0.005773281713101949,-0.009411715422312492,0.008810254882446175,0.003025607430543748,0.023747979127409065,0.007446993704550942,0.0133724807874046,0.012991667818158704,-0.005233998956849677,-0.0028488091524706423,-0.0006910136822532465,0.0003056480594806718,-0.0038539291709286595,0.017524928970867455,0.010412687661634628,-0.001698901651709948,-0.009915824083331502,0.006419957903623008,0.010458774714614316,0.0029752624859299406,-0.002870717563829426,0.0027544928539235485,0.0016389057631792992,-0.0023455958312363625,-0.0007115029712403054,-0.0021004474758846503,0.002311804900119049,-0.00502139529760909,0.0034259702622633083,0.0005906091855243939,-0.0029752127253891525,0.00408817306391133,-0.005065091358225908,0.00849590584259786
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.static_med_corrected.IRNT,8.600121239778095e-12,-5.0897015176275695e-12,3.072680600466555e-12,-4.4037242211774955e-13,1.983070147122477e-12,5.27128664749755e-12,3.349145034544444e-12,2.8419602693507004e-12,-1.5489336082976228e-13,3.1005854901970503e-12,2.618104078337962e-13,3.58361918167134e-13,4.1991587249473855e-13,-4.695344130736641e-12,6.273271822464285e-13,-1.9912793455718897e-12,-9.26004944300877e-13,8.83099776541879e-13,-6.131302512199009e-13,4.674024017175931e-13,-1.237553410011961e-13,-2.923525080303618e-13,-3.080301078452332e-13,-2.233186221751308e-13,1.4793318784242834e-13,1.239447938843755e-13,2.969393641301397e-13,6.138377167568362e-13,2.6529750055901224e-13,-2.567714822172346e-13,2.117515134945358e-13,7.0221604337275e-13,-3.2122014400180486e-13,-6.054672279194284e-14,3.5903196688074056e-13,1.0807664224442086e-13,7.122856163206447e-14,3.0714137694798316e-13,5.905776226219309e-13,-4.676932235286251e-13
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.dynamic_med_corrected.IRNT,-1.1704247455827926e-12,4.64271264151969e-13,9.674488338017938e-13,1.1498229375661794e-12,-1.9154099376585244e-12,8.723959678747945e-13,1.483502278106495e-12,1.2965255161785069e-12,1.0736368227540367e-12,2.6237759922162463e-12,3.7693829604377944e-13,1.1481721969909748e-12,1.2685064015908831e-12,5.488384842578826e-13,1.5630632918252605e-12,3.630084909123454e-13,-1.4990569823560208e-12,-4.3681165021873654e-13,2.1402405996958668e-13,-8.326751512051185e-14,-5.097525746653993e-14,2.1123521564945825e-13,-3.616176083198052e-13,-6.60719907732714e-13,-2.363743458578195e-13,-1.882315966603916e-13,-7.289596298549325e-13,5.075082343391165e-13,2.3805471509026184e-13,4.062446354339092e-13,3.998790783559719e-13,2.067843097689872e-13,-5.851414012795526e-13,-1.6423580231460775e-13,-7.610586910802855e-13,-1.5222623965137896e-13,2.176997202118681e-13,-1.3590425143428408e-14,3.645092722733732e-13,1.3668567181875833e-13
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.with_med_correction.IRNT,0.1312908244516674,0.005744049655239007,0.019275597615805613,0.010968390799108566,-0.006984927946303622,-0.012132863924268185,0.0020001303133875734,-0.0018888658952774643,0.011466816243121335,0.007125232514620427,0.010555368117774895,-0.008287154133987961,0.002651791630506068,0.019367628829744375,0.006431905017041841,-0.00299876236431878,-6.180619690424127e-05,0.0011895828728784434,-0.004786016862443289,0.009383259368862452,0.002209728821473134,-0.0004768051608059289,0.0022073301825239174,-0.007288510330244485,0.0010993763941175407,-0.007223229309176222,0.002727482455469701,0.003811881196442534,0.006977508900592966,-0.0035109425027807194,-0.003337437374359632,0.006064687867923713,0.006692268532997432,0.004108262159773827,0.0008784904174768247,-0.0022754979736813188,0.009674055154998576,-0.0011206504401314594,-9.23751006668367e-05,-0.0030960195259823855
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.IRNT,0.1312908244516674,0.005744049655239007,0.019275597615805613,0.010968390799108566,-0.006984927946303622,-0.012132863924268185,0.0020001303133875734,-0.0018888658952774643,0.011466816243121335,0.007125232514620427,0.010555368117774895,-0.008287154133987961,0.002651791630506068,0.019367628829744375,0.006431905017041841,-0.00299876236431878,-6.180619690424127e-05,0.0011895828728784434,-0.004786016862443289,0.009383259368862452,0.002209728821473134,-0.0004768051608059289,0.0022073301825239174,-0.007288510330244485,0.0010993763941175407,-0.007223229309176222,0.002727482455469701,0.003811881196442534,0.006977508900592966,-0.0035109425027807194,-0.003337437374359632,0.006064687867923713,0.006692268532997432,0.004108262159773827,0.0008784904174768247,-0.0022754979736813188,0.009674055154998576,-0.0011206504401314594,-9.23751006668367e-05,-0.0030960195259823855
