PHENOTYPE,gPC_1,gPC_2,gPC_3,gPC_4,gPC_5,gPC_6,gPC_7,gPC_8,gPC_9,gPC_10,gPC_11,gPC_12,gPC_13,gPC_14,gPC_15,gPC_16,gPC_17,gPC_18,gPC_19,gPC_20,gPC_21,gPC_22,gPC_23,gPC_24,gPC_25,gPC_26,gPC_27,gPC_28,gPC_29,gPC_30,gPC_31,gPC_32,gPC_33,gPC_34,gPC_35,gPC_36,gPC_37,gPC_38,gPC_39,gPC_40
Eosinophill_count.all_ethnicities.both.original.with_med_correction.IRNT,-0.01699339662075834,-0.0411759005004705,0.04185613908710295,0.02573746592397901,0.02261891297077007,-0.00232218058204355,0.00306484942220927,-0.00610232743786591,-0.00447881199826665,0.00460312143234078,0.00427990596922029,0.00710410518724164,0.00870211940371279,-0.00399242537781223,0.00464463372031443,-0.00565734512946189,-0.0054347480497249,-0.00209097361336426,-0.00383980684899996,0.0015959391282051,0.00146775166508786,5.9791768034504e-4,-0.00129892476303754,0.00286377249689282,-1.8924330588964e-4,0.0037651169244847,0.00441355658730099,-0.00101297521867662,-0.00268284028498257,-3.5480062969146e-4,3.1273038301631e-4,0.00483600888541652,-2.1325906706181e-4,-0.00109590519865555,-2.0442139415753e-4,0.00150009437398892,-0.00180240149953966,0.00934593883085572,-7.1645131449649e-4,-0.00410850970857235
Eosinophill_count.all_ethnicities.both.original.IRNT,-0.01765780804061338,-0.04082132788642209,0.04333173004536461,0.0267928106107815,0.02362050384087277,-0.00333042044961315,0.00308149458561915,-0.00746644849637597,-0.00441760824891072,0.00534951192046378,0.00486090258006818,0.00692663811604339,0.00940200799537815,-0.0032281701981081,0.0053841740036033,-0.00539626202452895,-0.00557303375642661,-0.00216744784065916,-0.00419373393136139,0.00251188989037487,0.00227408041833774,7.6194755786548e-4,-0.00144756278194297,0.00301320229832207,8.215494799140665e-5,0.00428175523749824,0.00409563824147204,-8.8440657352557e-4,-0.00289639215042216,-6.2402900517329e-4,-2.0056466167643e-4,0.00491931678678574,2.1789298358842e-4,-0.00108735519694577,1.7199448513830536e-5,0.0011153540556582,-0.00188804288188128,0.00947650403025334,-5.302086776766e-4,-0.00416870855936592
C_reactive_protein.all_ethnicities.both.static_med_corrected.IRNT,-3.6974869601439e-11,1.4462723951002263e-11,-3.867445967432081e-11,-1.3676480547731503e-11,3.317170160825956e-12,6.848255288155504e-12,3.0868050073316336e-12,5.109548783562961e-12,-2.376847842915005e-12,9.653075435619736e-13,1.2943100989248385e-12,2.4931230966583264e-12,2.8936390117507093e-12,-6.734702715552333e-12,4.824507417838915e-12,5.2387155973091215e-14,-1.5092483130162614e-12,-1.943377231136847e-12,6.938030124727285e-13,-4.705862374229455e-12,-2.6244840983676658e-12,2.387503763276847e-12,1.1473006204535396e-12,-2.4737205601424367e-12,-1.055496680464882e-12,1.4724080812107272e-12,2.78102505998479e-13,8.798289005799139e-13,-1.9171811538351546e-12,6.858325974753352e-13,-5.7651943367549e-13,8.530145503976278e-13,-1.8747031701484297e-12,-1.0754862569017185e-12,-1.3963607091753382e-13,-4.671595176794056e-13,-1.9967321627504962e-13,-6.737830732245989e-13,2.981590762126527e-13,-6.25939742901292e-13
C_reactive_protein.all_ethnicities.both.dynamic_med_corrected.IRNT,2.053139879149319e-12,1.2895519740879331e-11,-7.030143655408708e-11,3.961559048161497e-12,2.704369936331071e-11,1.1951564350788926e-11,1.0715280466492387e-11,1.197271866500212e-11,1.404862286479388e-12,1.7430606319742617e-12,-4.187901599127774e-12,5.056158566472336e-12,4.53408827610898e-12,-3.080632046325377e-12,3.555391663611885e-12,7.613801339443987e-14,3.2838504682017565e-13,-6.548092435473524e-13,1.749469413966608e-12,-5.369044055213346e-12,-3.782224926826568e-12,1.88099229821477e-12,1.863356013326565e-12,-1.85067209597107e-12,-1.912705286018086e-12,9.378615199344454e-13,4.228056878116355e-13,-5.62601579529974e-13,-7.312763892073994e-13,-4.118097370472796e-13,-2.875523436133472e-13,1.7120784651566717e-12,-2.1456305789270993e-12,2.335256359384725e-13,3.130988024247849e-13,-1.8298248914462485e-13,-5.790482590335433e-13,2.469087860283171e-13,1.1051490672056129e-12,-1.4052437477452912e-12
C_reactive_protein.all_ethnicities.both.original.with_med_correction.IRNT,-0.0010053004139866,0.01395593975489292,0.04548491435505986,0.02246622098114021,0.02261087268935911,-0.00304055169986616,0.02166437346905315,-0.00577414015857047,-0.00917485596004671,0.00336635914297629,0.01810619752630354,0.00552496689268338,0.01351282246600233,-0.00664967671236853,3.4704841940097e-4,-0.00619128681242283,-0.00179457599623828,0.00515316861607589,-0.00543697990132131,0.01261815140489989,0.00970271180078778,-0.00267322132768675,-0.00653246286818655,2.9032223230221e-4,0.00981942875565747,0.00275213456377369,-0.0023343382890185,0.00242763623339436,-9.6099758326731e-4,-0.00188955218751548,-5.864203543053e-4,-0.00437880468080851,0.00578794761773761,0.00154744739669833,-6.7498745110329e-4,5.3829918968847e-4,-0.00337801518463941,0.00224278701682306,-0.00378809283484392,0.00316118303202227
C_reactive_protein.all_ethnicities.both.original.IRNT,-0.00203207022040613,0.0197937525521197,0.04196911240211559,0.02495226939378742,0.02651993507817301,-7.625447571378e-4,0.0235587694287971,-0.00269014821960213,-0.00964583173399571,0.00436576323567896,0.01865195194289022,0.00661729345781496,0.01411513752585112,-0.00766381357475194,-2.0621822741223e-4,-0.00708800724234791,-0.00184307826328612,0.0044490607603501,-0.00626398053402263,0.01373145711232078,0.01047195782575722,-0.00329054039354154,-0.00706180069061992,0.00139385443960489,0.01100015379297318,0.00268715919594294,-0.00201768958171754,0.00339292517802358,-6.6691169972137e-4,-0.0024234543908558,-4.0113717197348e-4,-0.00524460081015972,0.00626066284193526,0.00119427635078551,-6.4008389409105e-4,-3.5703057233537e-4,-0.00242717480973509,0.00243672875269234,-0.0044398069005529,0.00417861407079677
SHBG.all_ethnicities.both.static_med_corrected.IRNT,-1.3802334515489289e-11,5.46782633436218e-12,-1.4723712232866696e-11,-3.6903286182119e-13,1.216001416451005e-13,-9.155993181558078e-14,6.13882951056484e-13,6.995248313418259e-13,-1.123323459531912e-12,-9.355500079194993e-13,-4.965730924037829e-12,1.04776854881293e-12,2.1186967057580922e-13,4.662418558510553e-13,2.797313991413041e-13,-9.571388886795618e-13,1.1044427471615373e-12,1.4452345733390889e-12,8.823436183589308e-13,-2.286789684883931e-13,2.0216316491846538e-13,6.653864141619223e-13,4.4880771665684715e-15,3.380314974334352e-13,-8.169833556362243e-13,-5.05003663518434e-13,-3.687770263883554e-13,-2.0308061898031408e-12,1.0828976428560689e-13,-9.051991795334455e-13,-2.2316276699240685e-14,-8.737277722323097e-13,-7.904894722865318e-14,-9.032231040675617e-14,-9.248699928504245e-15,-1.4427566958621093e-13,-1.527847512081543e-13,6.195580459280208e-14,-7.171371557294873e-13,5.254003839700404e-13
SHBG.all_ethnicities.both.dynamic_med_corrected.IRNT,1.7546915401599341e-12,-1.6414234270449325e-12,1.0712470406459748e-11,-4.497787886846846e-12,-5.673605580763111e-12,-1.533234929168505e-12,-9.632792651290802e-13,-1.5108741601733372e-12,1.1792572730879205e-12,2.2764670904679477e-12,4.741416730994369e-12,7.480030308367073e-13,7.321762427300493e-13,1.916319182805868e-12,7.522227353676822e-13,-4.330987132654978e-13,-2.781330205514115e-12,9.959025580952748e-13,-1.7017686302442909e-12,-1.271981123012421e-12,7.128407706750627e-13,3.384651910614691e-12,-8.483304014654149e-13,1.0197396974228797e-12,2.556548317392541e-12,2.1195647921183483e-12,-3.9909494122238474e-13,1.565715547774033e-12,-4.682356634876214e-13,-2.22621930402701e-12,9.617226615425237e-13,-1.90021090607687e-12,1.7358240863824474e-12,-1.1888487892520794e-12,-1.9983153458841709e-13,-1.7514291128617896e-12,1.2653900908624785e-12,-1.5107557031623609e-13,-2.774328521362523e-12,-4.5275073429479253e-14
SHBG.all_ethnicities.both.original.with_med_correction.IRNT,-0.03707596665579328,0.04830439674935549,-0.05293138422760676,-0.01248064268480946,1.7583928952716815e-6,-3.0763596494604e-4,-0.01638879023369577,-0.00394743317506032,0.00440424693235307,-0.01178405183324848,-0.00880579534405189,7.4858969774573e-4,-0.01347887236175285,8.6561969842988e-4,5.0236689595692e-4,0.00402668558435759,0.00429930290610694,-0.00926070187806364,0.00317350741707863,-0.00957282705609006,-0.00535954980388831,-0.00168530013670911,-8.2685471901601e-4,0.00328207728859199,-0.00820814079098866,-0.00473879090411802,0.00336544183249211,-0.00259635984141927,-0.00302068024969573,0.00149646395863414,0.00243444434072066,0.00269913632592847,-0.0038340235207598,0.00202198716663108,-0.00136337036176778,0.00453303974823287,4.3174007914932e-4,0.00351980890074492,0.00181880622947398,-0.00465133805811369
SHBG.all_ethnicities.both.original.IRNT,-0.03707596665579328,0.04830439674935549,-0.05293138422760676,-0.01248064268480946,1.7583928952716815e-6,-3.0763596494604e-4,-0.01638879023369577,-0.00394743317506032,0.00440424693235307,-0.01178405183324848,-0.00880579534405189,7.4858969774573e-4,-0.01347887236175285,8.6561969842988e-4,5.0236689595692e-4,0.00402668558435759,0.00429930290610694,-0.00926070187806364,0.00317350741707863,-0.00957282705609006,-0.00535954980388831,-0.00168530013670911,-8.2685471901601e-4,0.00328207728859199,-0.00820814079098866,-0.00473879090411802,0.00336544183249211,-0.00259635984141927,-0.00302068024969573,0.00149646395863414,0.00243444434072066,0.00269913632592847,-0.0038340235207598,0.00202198716663108,-0.00136337036176778,0.00453303974823287,4.3174007914932e-4,0.00351980890074492,0.00181880622947398,-0.00465133805811369
Trunk_fat_percentage.all_ethnicities.both.static_med_corrected.IRNT,-7.899597576658774e-12,-1.7231200721102474e-12,-3.2279076743310825e-11,-6.063771072914825e-12,4.431532940320669e-12,2.687326299212177e-12,2.2508152062663717e-12,2.993912331708195e-12,3.823440205403985e-13,-7.191766807843399e-13,-1.404375313092756e-12,1.4828943506090465e-12,4.476015949406082e-13,-2.777799945850004e-12,1.872109880246119e-12,-4.717221017056587e-13,-9.48040928405011e-13,-5.1568675759480336e-14,2.815721063916658e-13,-1.5186069650905954e-12,-6.020993732164689e-13,1.065418325804187e-12,1.3280324251739053e-13,-1.2407949404409333e-12,-6.328143902469904e-13,8.052615609659293e-14,-2.6571860077477905e-13,6.541417260485564e-13,-5.251781240151475e-13,3.7244166799115633e-13,2.487405162491009e-13,2.643750069079407e-13,-8.97987897879959e-13,-9.715035558961239e-13,-3.146484115052849e-13,-6.55398968445558e-13,-8.482791121512241e-14,-7.124372180630537e-14,4.821403434864286e-13,-8.324399472644496e-14
Trunk_fat_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,6.056093899519206e-12,-6.407921260334833e-12,9.944851222422004e-12,1.3045580718587066e-11,7.947655568741479e-12,-1.5230519845264285e-12,-4.142196122477848e-12,-9.23139887581149e-13,-4.653100800677648e-12,-6.302429916568983e-12,-4.301826113477145e-12,-2.974689839078908e-12,1.397828222873383e-13,-2.5873204414850248e-12,-1.1640771700093726e-12,6.189883098014867e-13,1.4757667023621061e-12,-8.046775812228677e-13,6.631555548190021e-13,-1.282588065349754e-12,-2.071751590027895e-12,-2.633385074584629e-13,1.7666394888967865e-12,3.372321424295753e-13,-6.768058491698173e-13,1.394436851434453e-13,2.359084995370355e-13,-1.4266715517031565e-12,3.043277228773647e-13,-7.276592768607298e-14,-5.425141614114163e-13,2.03570472798762e-12,7.404194654850908e-14,6.285113850472081e-13,5.558899188565486e-13,4.938582902645347e-13,-5.441557787029525e-13,5.734112266168451e-13,4.75090314372007e-13,-1.0256000464973346e-12
Trunk_fat_percentage.all_ethnicities.both.original.with_med_correction.IRNT,0.02438856138541836,0.03612953287366444,0.03082434269079455,0.04293041794561909,0.02768541892924983,-0.00261106152401114,0.00596987993693299,-0.00903145831257107,0.00812787036282565,0.00272243409787878,0.02338961648219614,0.00768063634967577,0.01323581679944247,0.01204414782778431,-0.00553590887239605,-0.00287921141005818,-4.6131176990997e-4,4.263000569359166e-6,-0.00355967913938447,0.0167998922830153,0.00978659915284149,-0.00139578998777938,-0.00973345806461251,0.0064129462246134096,0.01007736232390297,0.00287552063755372,-0.0028541925959961,0.00256972710420127,0.00188238606023628,-0.00227440348230639,-5.5141349779138e-4,-0.00186220568157496,0.00210740998183737,-0.00514929317865722,0.00367344046605411,7.8633042977659e-4,-0.00290408875466509,0.00429860008326939,-0.00510390669968045,0.00840690770288629
Trunk_fat_percentage.all_ethnicities.both.original.IRNT,0.02334764050991634,0.03713935688359747,0.03089122765040862,0.04339332716291836,0.02815489365017398,-0.00331193911454188,0.00577328171310194,-0.00941171542231249,0.00881025488244617,0.00302560743054374,0.02374797912740906,0.00744699370455094,0.0133724807874046,0.0129916678181587,-0.00523399895684967,-0.00284880915247064,-6.9101368225324e-4,3.0564805948067e-4,-0.00385392917092865,0.01752492897086745,0.01041268766163462,-0.00169890165170994,-0.0099158240833315,0.006419957903623,0.01045877471461431,0.00297526248592994,-0.00287071756382942,0.00275449285392354,0.00163890576317929,-0.00234559583123636,-7.115029712403e-4,-0.00210044747588465,0.00231180490011904,-0.00502139529760909,0.0034259702622633,5.9060918552439e-4,-0.00297521272538915,0.00408817306391133,-0.0050650913582259,0.00849590584259786
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.static_med_corrected.IRNT,8.600121239778095e-12,-5.0897015176275695e-12,3.072680600466555e-12,-4.4037242211774955e-13,1.983070147122477e-12,5.2712866474975496e-12,3.3491450345444438e-12,2.8419602693507004e-12,-1.5489336082976228e-13,3.1005854901970507e-12,2.618104078337962e-13,3.5836191816713397e-13,4.199158724947386e-13,-4.695344130736641e-12,6.273271822464285e-13,-1.9912793455718897e-12,-9.26004944300877e-13,8.83099776541879e-13,-6.131302512199009e-13,4.674024017175932e-13,-1.237553410011961e-13,-2.923525080303618e-13,-3.080301078452332e-13,-2.2331862217513082e-13,1.4793318784242834e-13,1.2394479388437552e-13,2.969393641301397e-13,6.138377167568363e-13,2.6529750055901224e-13,-2.567714822172346e-13,2.117515134945358e-13,7.0221604337275e-13,-3.212201440018049e-13,-6.054672279194284e-14,3.590319668807406e-13,1.0807664224442087e-13,7.122856163206448e-14,3.071413769479832e-13,5.905776226219309e-13,-4.676932235286252e-13
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.dynamic_med_corrected.IRNT,-1.1704247455827926e-12,4.64271264151969e-13,9.674488338017938e-13,1.1498229375661794e-12,-1.9154099376585244e-12,8.723959678747945e-13,1.483502278106495e-12,1.2965255161785069e-12,1.0736368227540369e-12,2.6237759922162467e-12,3.769382960437795e-13,1.1481721969909748e-12,1.2685064015908833e-12,5.488384842578826e-13,1.5630632918252605e-12,3.630084909123454e-13,-1.4990569823560208e-12,-4.368116502187366e-13,2.140240599695867e-13,-8.326751512051185e-14,-5.0975257466539934e-14,2.1123521564945825e-13,-3.6161760831980523e-13,-6.60719907732714e-13,-2.363743458578195e-13,-1.882315966603916e-13,-7.289596298549326e-13,5.075082343391165e-13,2.3805471509026184e-13,4.062446354339092e-13,3.9987907835597194e-13,2.0678430976898722e-13,-5.851414012795527e-13,-1.6423580231460778e-13,-7.610586910802855e-13,-1.5222623965137898e-13,2.1769972021186812e-13,-1.3590425143428408e-14,3.645092722733732e-13,1.3668567181875833e-13
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.with_med_correction.IRNT,0.1312908244516674,0.005744049655239,0.01927559761580561,0.01096839079910856,-0.00698492794630362,-0.01213286392426818,0.00200013031338757,-0.00188886589527746,0.01146681624312133,0.00712523251462042,0.01055536811777489,-0.00828715413398796,0.00265179163050606,0.01936762882974437,0.00643190501704184,-0.00299876236431878,-6.180619690424127e-5,0.00118958287287844,-0.00478601686244328,0.00938325936886245,0.00220972882147313,-4.7680516080592e-4,0.00220733018252391,-0.00728851033024448,0.00109937639411754,-0.00722322930917622,0.0027274824554697,0.00381188119644253,0.00697750890059296,-0.00351094250278071,-0.00333743737435963,0.00606468786792371,0.00669226853299743,0.00410826215977382,8.7849041747682e-4,-0.00227549797368131,0.00967405515499857,-0.00112065044013145,-9.23751006668367e-5,-0.00309601952598238
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.IRNT,0.1312908244516674,0.005744049655239,0.01927559761580561,0.01096839079910856,-0.00698492794630362,-0.01213286392426818,0.00200013031338757,-0.00188886589527746,0.01146681624312133,0.00712523251462042,0.01055536811777489,-0.00828715413398796,0.00265179163050606,0.01936762882974437,0.00643190501704184,-0.00299876236431878,-6.180619690424127e-5,0.00118958287287844,-0.00478601686244328,0.00938325936886245,0.00220972882147313,-4.7680516080592e-4,0.00220733018252391,-0.00728851033024448,0.00109937639411754,-0.00722322930917622,0.0027274824554697,0.00381188119644253,0.00697750890059296,-0.00351094250278071,-0.00333743737435963,0.00606468786792371,0.00669226853299743,0.00410826215977382,8.7849041747682e-4,-0.00227549797368131,0.00967405515499857,-0.00112065044013145,-9.23751006668367e-5,-0.00309601952598238
