PHENOTYPE,gPC_1,gPC_2,gPC_3,gPC_4,gPC_5,gPC_6,gPC_7,gPC_8,gPC_9,gPC_10,gPC_11,gPC_12,gPC_13,gPC_14,gPC_15,gPC_16,gPC_17,gPC_18,gPC_19,gPC_20,gPC_21,gPC_22,gPC_23,gPC_24,gPC_25,gPC_26,gPC_27,gPC_28,gPC_29,gPC_30,gPC_31,gPC_32,gPC_33,gPC_34,gPC_35,gPC_36,gPC_37,gPC_38,gPC_39,gPC_40
Eosinophill_count.all_ethnicities.both.original.with_med_correction.IRNT,-0.0169985482822571,-0.04117928834604903,0.0418572655997639,0.02573955991586185,0.02261990420577354,-0.00232229239065379,0.00306484953230666,-0.00610258155101957,-0.00447892131269531,0.00460318714314836,0.00427992890613299,0.00710410693843592,0.00870212371351836,-0.00399242597840858,0.00464463730370023,-0.0056573477362373,-0.00543474986273907,-0.00209099866093694,-0.00383981855127581,0.00159597142243024,0.00146777646955203,5.9791892292676e-4,-0.00129893696769141,0.00286378799035283,-1.8924402646034e-4,0.00376512178023783,0.0044135813488579,-0.00101300267053737,-0.00268284479709258,-3.5481275918877e-4,3.1273381772818e-4,0.00483602688690451,-2.1326463882008e-4,-0.00109592868474169,-2.0442183150642e-4,0.00150009438164469,-0.00180240229278989,0.0093459619308926,-7.1645209961483e-4,-0.00410850970865829
Eosinophill_count.all_ethnicities.both.original.IRNT,-0.01766316112286443,-0.0408246865586918,0.04333289627195837,0.02679499046516587,0.02362153896887552,-0.00333058080306923,0.00308149469631449,-0.00746675941426644,-0.00441771606953859,0.00534958828619815,0.00486092863066344,0.00692663982349124,0.00940201265181005,-0.00322817068373454,0.00538417815755255,-0.00539626451100325,-0.00557303561557244,-0.00216747380430928,-0.00419374671227285,0.00251194071909144,0.00227411884946176,7.6194914133113e-4,-0.00144757638319473,0.00301321860022084,8.215526080801353e-5,0.00428176075954358,0.00409566121939866,-8.8443054114655e-4,-0.00289639702169239,-6.2405033872657e-4,-2.0056686447431e-4,0.00491933509837784,2.1789867641569e-4,-0.00108737849979883,1.7199485311153907e-5,0.00111535406135045,-0.00188804371282291,0.00947652745300377,-5.3020925870222e-4,-0.00416870855945312
C_reactive_protein.all_ethnicities.both.static_med_corrected.IRNT,-3.855889296420501e-11,1.5338597208922678e-11,-3.9125620881123965e-11,-1.2785748442049442e-11,4.0262240947022185e-12,6.208449370128121e-12,3.0489842724692004e-12,4.463095138141803e-12,-1.9337104864743786e-12,1.3227588770539293e-12,1.500688099447845e-12,2.5726556381685602e-12,2.9023971095065967e-12,-6.592720421943572e-12,4.868394347415989e-12,1.0778572492465459e-13,-1.535287632360553e-12,-1.7113161770504394e-12,5.409601426713582e-13,-4.236486718049211e-12,-2.2519599880198257e-12,2.2836571566676084e-12,8.803898039412992e-13,-2.2625037607940978e-12,-8.740200173240451e-13,1.3687739170208874e-12,5.090810927501855e-13,1.3298816181611206e-12,-1.8167887021481396e-12,1.264837448179861e-12,-2.4650862142150493e-13,1.0357381174205882e-12,-1.331800417362586e-12,-1.5194063523522452e-12,-3.002600309041196e-13,-4.7269462775218e-13,-3.140492051326624e-13,-8.225775845536733e-13,2.0528317994156133e-13,-6.137230131953729e-13
C_reactive_protein.all_ethnicities.both.dynamic_med_corrected.IRNT,-6.312136438758923e-14,1.4072967697690506e-11,-7.090863371328252e-11,5.1615136395656986e-12,2.7998587079088944e-11,1.1091188783328047e-11,1.0664411582999836e-11,1.110351055758555e-11,2.0009590556591463e-12,2.2238132799545868e-12,-3.910363027482033e-12,5.163129654759382e-12,4.5458610302605795e-12,-2.889663297878638e-12,3.614416635474964e-12,1.5064790484581138e-13,2.9336122183997753e-13,-3.4268424288702973e-13,1.5439019392034886e-12,-4.7377399275643095e-12,-3.2812081627453504e-12,1.741320541901012e-12,1.5043868967859599e-12,-1.5665808872950326e-12,-1.6686324873014978e-12,7.98485428302128e-13,7.3346021085285e-13,4.2647134071835736e-14,-5.962577896951335e-13,3.6687749810299603e-13,1.56302213539912e-13,1.957838122031629e-12,-1.4154423134476568e-12,-3.6348434280145347e-13,9.706150478700713e-14,-1.9043186291336058e-13,-7.328749192751907e-13,4.6797478347637716e-14,9.802354529673976e-13,-1.3888128601945225e-12
C_reactive_protein.all_ethnicities.both.original.with_med_correction.IRNT,-0.00100557541198237,0.0139571188419771,0.04548593291768095,0.02246819481533197,0.02261212747019974,-0.00304068929149557,0.02166437689185032,-0.00577440684488991,-0.00917505498427684,0.00336640664238525,0.01810628269194394,0.00552497075243193,0.01351282258040506,-0.00664969151975796,3.4704849321291e-4,-0.00619128891095939,-0.00179457613062215,0.00515319926804217,-0.00543699392934521,0.01261845857180619,0.00970286053751026,-0.00267322451182387,-0.00653251426696368,2.9032366297083e-4,0.00981946447225664,0.00275213782792927,-0.00233435204328662,0.00242769053229471,-9.6099865291128e-4,-0.00188962214160006,-5.8642740792023e-4,-0.00437882082730139,0.00578813606737878,0.00154748107160673,-6.7498937449187e-4,5.3829919151262e-4,-0.00337802006517699,0.00224279250051308,-0.00378809644377664,0.0031611830841350402
C_reactive_protein.all_ethnicities.both.original.IRNT,-0.00203262608930869,0.01979542485498085,0.04197005223392003,0.02495446164688298,0.02652140679078172,-7.6257926395959e-4,0.02355877315089367,-0.00269027246766465,-0.00964604097479938,0.00436582483670384,0.01865203967558121,0.00661729808066415,0.01411513764535321,-0.00766383064040448,-2.0621827127172e-4,-0.00708800964482787,-0.00184307840130199,0.00444908722415724,-0.00626399669580183,0.01373179138071437,0.01047211835455751,-0.00329054431298199,-0.00706185625433719,0.00139386130833074,0.01100019380427057,0.00268716238303479,-0.00201770147024442,0.00339300106752613,-6.6691244203132e-4,-0.00242354411080879,-4.0114199695462e-4,-0.00524462014920676,0.00626086668269955,0.0011943023401321,-6.4008571802133e-4,-3.5703057354525e-4,-0.00242717831650378,0.00243673471057645,-0.00443981113037647,0.00417861413968211
SHBG.all_ethnicities.both.static_med_corrected.IRNT,-1.5999924082882655e-11,6.81412131237178e-12,-1.5369023852709654e-11,9.30069929990239e-13,1.0715514891257925e-12,-1.0223758935053385e-12,6.093087729667562e-13,-2.8246906768392784e-13,-6.594324841430563e-13,-2.7172898032209193e-13,-4.554546504837215e-12,1.100453307006867e-12,1.5648379286544456e-13,6.841741681245689e-13,3.6445344047983515e-13,-8.189105264321768e-13,1.0848691060526737e-12,1.691609101945129e-12,7.063473909590626e-13,4.804121729943907e-13,7.736919836692808e-13,5.783518569190498e-13,-3.9858827618923034e-13,6.970681545225648e-13,-5.378190632131167e-13,-6.457821464635812e-13,-1.1329747723370924e-13,-1.3443801268175758e-12,2.632168254872561e-13,-6.478712212062854e-14,4.246181246142251e-13,-5.656970193125045e-13,7.261053782207229e-13,-7.049760481406096e-13,-2.322008101472595e-13,-1.0611431901293323e-13,-3.634018317190392e-13,-1.90951584788514e-13,-8.66638508487466e-13,5.117660075426439e-13
SHBG.all_ethnicities.both.dynamic_med_corrected.IRNT,1.197710151410478e-12,-1.299693145523447e-12,1.0548843949121668e-11,-4.168146743754579e-12,-5.432545691442693e-12,-1.7697616297427798e-12,-9.644405196195152e-13,-1.7604158987750565e-12,1.297119214548507e-12,2.4451586151653828e-12,4.845920450408952e-12,7.613892212120727e-13,7.181076918087711e-13,1.9716834227210018e-12,7.737432241730066e-13,-3.979886682962262e-13,-2.7863035068069423e-12,1.0584941831744176e-12,-1.7464805982087577e-12,-1.0918750628669854e-12,8.580406583927447e-13,3.362544726304656e-12,-9.507337279803558e-13,1.1109515795186594e-12,2.627478947937847e-12,2.0838024944383097e-12,-3.341942671240054e-13,1.7401392574975144e-12,-4.288805913908128e-13,-2.0127970240444218e-12,1.0752701617622448e-12,-1.8219673325721457e-12,1.9404196701889153e-12,-1.3450150780391085e-12,-2.564695829537754e-13,-1.7417324981785288e-12,1.2118870699751249e-12,-2.1532305382774731e-13,-2.812311621305948e-12,-4.874051126912425e-14
SHBG.all_ethnicities.both.original.with_med_correction.IRNT,-0.03708498373410526,0.04830881637795381,-0.05293249668674827,-0.01248170680315099,1.758473057311121e-6,-3.0764943019562e-4,-0.01638879025100901,-0.00394762549164402,0.00440429481595541,-0.01178431418205233,-0.0088058705758753,7.4858980272669e-4,-0.01347887445053012,8.6562177539991e-4,5.0236707813045e-4,0.00402668947134045,0.00429930298930902,-0.00926073027575971,0.00317351238311599,-0.00957307022387805,-0.00535963824641124,-0.00168530078167021,-8.2686150581454e-4,0.00328209866219451,-0.00820817310898684,-0.00473879564870467,0.0033654529298611,-0.00259642165233919,-0.00302068391240711,0.00149651735853261,0.0024344689077172,0.00269914926463374,-0.00383414908646626,0.00202202575857809,-0.00136337378545027,0.00453304008173629,4.3174104667962e-4,0.0035198202745987,0.00181880828319367,-0.00465133810179255
SHBG.all_ethnicities.both.original.IRNT,-0.03708498373410526,0.04830881637795381,-0.05293249668674827,-0.01248170680315099,1.758473057311121e-6,-3.0764943019562e-4,-0.01638879025100901,-0.00394762549164402,0.00440429481595541,-0.01178431418205233,-0.0088058705758753,7.4858980272669e-4,-0.01347887445053012,8.6562177539991e-4,5.0236707813045e-4,0.00402668947134045,0.00429930298930902,-0.00926073027575971,0.00317351238311599,-0.00957307022387805,-0.00535963824641124,-0.00168530078167021,-8.2686150581454e-4,0.00328209866219451,-0.00820817310898684,-0.00473879564870467,0.0033654529298611,-0.00259642165233919,-0.00302068391240711,0.00149651735853261,0.0024344689077172,0.00269914926463374,-0.00383414908646626,0.00202202575857809,-0.00136337378545027,0.00453304008173629,4.3174104667962e-4,0.0035198202745987,0.00181880828319367,-0.00465133810179255
Trunk_fat_percentage.all_ethnicities.both.static_med_corrected.IRNT,-7.885149482478713e-12,-1.7327093485690482e-12,-3.2274906337307765e-11,-6.073259349903746e-12,4.426104792564624e-12,2.6947896983769528e-12,2.2513957279875912e-12,3.0010664911862697e-12,3.768087195609398e-13,-7.232537790905097e-13,-1.4067335988592901e-12,1.4828257036645028e-12,4.477436521805733e-13,-2.777594740450216e-12,1.8710503957737376e-12,-4.7233088361759e-13,-9.477168286240165e-13,-5.533583783759743e-14,2.834165576298044e-13,-1.522946464254793e-12,-6.055900480087109e-13,1.0663928661121637e-12,1.3573204644709654e-13,-1.2430412100837445e-12,-6.341828742973767e-13,8.202410316926896e-14,-2.6809030269948423e-13,6.488489836809801e-13,-5.264538207043627e-13,3.664502744444506e-13,2.4498812473440513e-13,2.628753571934595e-13,-9.032231967371155e-13,-9.668154655069917e-13,-3.135661696294528e-13,-6.55648930718861e-13,-8.375617354301628e-14,-7.00215270101518e-14,4.833357225564056e-13,-8.339547441730599e-14
Trunk_fat_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,5.422133557755993e-12,-6.045045587801695e-12,9.755708665551554e-12,1.3393387704323406e-11,8.16195831904116e-12,-1.8050365709280485e-12,-4.164573005498309e-12,-1.1931161802290593e-12,-4.439694235201588e-12,-6.146200806299941e-12,-4.2113158941443855e-12,-2.9720013551477625e-12,1.344237195437397e-13,-2.5952046737570387e-12,-1.1231605029186974e-12,6.424154370987699e-13,1.463210915218791e-12,-6.597087158595617e-13,5.92143436272577e-13,-1.1167461545630676e-12,-1.9378166097086467e-12,-3.008057589302489e-13,1.6540218389714942e-12,4.234096373593593e-13,-6.242210308088082e-13,8.199094289538562e-14,3.2717285781405833e-13,-1.222520117056811e-12,3.533773787570192e-13,1.5832615302261206e-13,-3.9788164533160483e-13,2.0933976610783506e-12,2.7468512954137537e-13,4.474442296702266e-13,5.142792305835345e-13,5.035112096891617e-13,-5.853598929455497e-13,5.26286034377754e-13,4.291046670384763e-13,-1.019675586168833e-12
Trunk_fat_percentage.all_ethnicities.both.original.with_med_correction.IRNT,0.02439495254376423,0.03613262900243452,0.03082505996212509,0.04293376789580296,0.02768624210307924,-0.00261119616456576,0.00596988187598695,-0.00903188529189383,0.00812811085173333,0.00272247726839428,0.0233897408674011,0.0076806363857536,0.0132358170462059,0.01204414831342476,-0.00553591488774223,-0.0028792124350042,-4.6131181708733e-4,4.2630587121811025e-6,-0.00355969078899891,0.01680019218180381,0.00978671310416166,-0.00139579125912046,-0.00973353818469409,0.00641297712731415,0.01007738040843508,0.00287552679694017,-0.00285420802275313,0.00256979662215372,0.00188238899874767,-0.00227448229380331,-5.5142098310017e-4,-0.00186220970236026,0.00210746502781454,-0.00514940273485431,0.00367344459291023,7.8633047731266e-4,-0.00290409195392761,0.00429860627779497,-0.00510391370190199,0.00840690789419198
Trunk_fat_percentage.all_ethnicities.both.original.IRNT,0.02335375888914931,0.03714253954947226,0.03089194647812802,0.04339671323487539,0.02815573078295064,-0.00331210989616275,0.00577328358829958,-0.0094121603790114,0.0088105155618712,0.00302565540857655,0.02374810541837467,0.00744699373953129,0.01337248103671593,0.01299166834200475,-0.00523400464413902,-0.00284881016659402,-6.9101375292171e-4,3.056522281972e-4,-0.00385394178352297,0.01752524181245458,0.01041280890288371,-0.0016989031991372,-0.0099159057045425,0.00641998884011161,0.01045879348361766,0.00297526885896416,-0.00287073307990301,0.0027545673702809,0.00163890832160414,-0.0023456771096551,-7.1151262972611e-4,-0.00210045201107022,0.00231186528493304,-0.00502150213265495,0.00342597411110377,5.9060922122851e-4,-0.00297521600300473,0.00408817895519969,-0.00506509830719536,0.00849590603592879
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.static_med_corrected.IRNT,6.700407495174975e-12,-3.891161634438959e-12,1.5973314807318774e-12,-5.603178997904253e-13,4.188206817650981e-12,5.06527121917989e-12,2.854370776416749e-12,2.845802956206605e-12,1.0695018225965933e-12,3.1281680635538698e-12,4.3459544207154843e-13,1.013735820720345e-12,6.494124240381432e-13,-1.3831800577805146e-12,5.461779991939172e-13,-1.0290673126661281e-13,-1.0241424424697788e-12,-4.3258285945052814e-13,-5.585392097331276e-13,3.118935452029471e-13,-4.4962039804923653e-13,-2.9680970358239494e-13,-2.640362150094614e-13,-3.0846942629818537e-13,1.2108672472291958e-13,3.328550602875699e-13,3.154301952063542e-13,4.095643457529538e-13,2.515312316377483e-13,-4.039169270148636e-13,-1.4580504442837484e-13,7.964798100791924e-13,-5.45532683308717e-13,4.424194007275427e-14,3.3874131578886e-13,-1.8057880876814328e-13,1.2359368085512257e-13,4.591691027155813e-13,8.570971458926032e-13,-5.870251617293439e-13
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.dynamic_med_corrected.IRNT,-8.90945038070325e-13,2.878021975816466e-13,1.1866415099805346e-12,1.1674627328349668e-12,-2.2454398127391364e-12,9.027301445518213e-13,1.556590340531449e-12,1.2959606470122166e-12,8.948678318857715e-13,2.619727865347368e-12,3.515538151856758e-13,1.0522362055054264e-12,1.2348260821089082e-12,6.082404681880093e-14,1.5750000898793221e-12,8.565204441956305e-14,-1.4846462552872854e-12,-2.438369175670131e-13,2.060024297779377e-13,-6.041261343683393e-14,-3.0870087892401316e-15,2.1188724209217598e-13,-3.680863271870253e-13,-6.482110215488173e-13,-2.324297741389385e-13,-2.1893934574514497e-13,-7.316765702420652e-13,5.37551382902978e-13,2.4007901389725256e-13,4.278793880440466e-13,4.5247571173871515e-13,1.929309345244834e-13,-5.521950868990836e-13,-1.7964111920943508e-13,-7.580769917832641e-13,-1.09806650477283e-13,2.1000437947645479e-13,-3.593364506454182e-14,3.2535932956592243e-13,1.5422486851549304e-13
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.with_med_correction.IRNT,0.1316577296488239,0.00575034395800686,0.01930751717595249,0.01096851012246284,-0.00701039729674342,-0.01213325395484469,0.00200050146813408,-0.0018888659163783,0.01147981184647469,0.00712523661310459,0.01055560639000566,-0.00828984433764144,0.0026518972270544,0.01953148045102047,0.00643193704905749,-0.00300688388299823,-6.180664695424992e-5,0.00119114173265136,-0.00478602765004276,0.00938343097816691,0.0022099062369846,-4.7680516797434e-4,0.00220733341297246,-0.00728855029026599,0.00109937699331294,-0.00722346767416865,0.00272748316050362,0.00381200149865596,0.0069775099012051,-0.00351099998298183,-0.0033377600516937,0.00606472861632646,0.00669252313101553,0.00410829627209328,8.7849069095426e-4,-0.00227564134893656,0.00967407521631961,-0.00112067002461211,-9.23800612050691e-5,-0.00309605286174365
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.IRNT,0.1316577296488239,0.00575034395800686,0.01930751717595249,0.01096851012246284,-0.00701039729674342,-0.01213325395484469,0.00200050146813408,-0.0018888659163783,0.01147981184647469,0.00712523661310459,0.01055560639000566,-0.00828984433764144,0.0026518972270544,0.01953148045102047,0.00643193704905749,-0.00300688388299823,-6.180664695424992e-5,0.00119114173265136,-0.00478602765004276,0.00938343097816691,0.0022099062369846,-4.7680516797434e-4,0.00220733341297246,-0.00728855029026599,0.00109937699331294,-0.00722346767416865,0.00272748316050362,0.00381200149865596,0.0069775099012051,-0.00351099998298183,-0.0033377600516937,0.00606472861632646,0.00669252313101553,0.00410829627209328,8.7849069095426e-4,-0.00227564134893656,0.00967407521631961,-0.00112067002461211,-9.23800612050691e-5,-0.00309605286174365
